Year,Game_ID,Week,Visitor_Score,Visitor_Team,Home_Score,Home_Team,Attendance,Weather,Temperature,Wind,Visitor_Quarterback,Home_Quarterback,Visitor_Running_Back,Home_Running_Back,Visitor_Receiver,Home_Receiver,Visitor_QB_Pass_Attempts,Visitor_QB_Completions,Visitor_QB_Passing_Yardage,Home_QB_Pass_Attempts,Home_QB_Completions,Home_QB_Passing_Yardage,Visiting_Leader_Rushes,Visiting_Leader_Rushing_Yardage,Home_Leader_Rushes,Home_Leader_Rushing_Yardage,Visiting_Leader_Receptions,Visiting_Leader_Receiving_Yardage,Home_Leader_Receptions,Home_Leader_Receiving_Yardage
2048,242,Reg. Season Week 13,6,3,20,8,39600,Sunny,24,5,16552,20706,25867,25016,19192,21825,37,21,184,34,23,163,10,66,21,63,5,52,4,32
2048,243,Reg. Season Week 13,10,4,20,10,71300,Rain,39,12,14857,24947,14857,24989,21803,21786,40,22,160,31,19,182,7,60,11,64,3,54,3,46
2048,244,Reg. Season Week 13,16,6,14,19,70000,Rain,35,3,19842,19896,24988,23320,24316,23516,36,24,294,38,22,250,13,39,18,58,7,96,7,61
2048,245,Reg. Season Week 13,23,7,9,24,80800,Sunny,43,0,19861,20722,24155,25828,16786,25939,37,26,291,37,18,220,17,50,15,63,3,73,5,61
2048,246,Reg. Season Week 13,6,9,13,29,76300,Sunny,31,9,18220,19059,25005,24973,20123,20919,35,14,132,38,28,198,10,28,19,71,4,37,11,88
2048,247,Reg. Season Week 13,7,31,20,2,71600,Sunny,34,0,17390,24120,23369,24120,20863,19268,32,22,149,33,20,174,12,35,3,42,10,67,4,63
2048,248,Reg. Season Week 13,16,12,33,22,56600,Sunny,68,0,17366,24145,17366,20802,20126,26003,34,17,147,46,28,279,5,76,15,103,4,68,9,90
2048,249,Reg. Season Week 13,30,13,24,11,59300,Sunny,68,0,23263,20741,22487,22512,18406,22615,31,21,284,42,26,310,13,66,8,54,5,126,10,99
2048,250,Reg. Season Week 13,6,14,13,23,69800,Sunny,60,4,20719,18179,21617,23323,18423,21700,52,23,222,37,18,158,4,17,20,87,6,91,3,46
2048,251,Reg. Season Week 13,17,15,27,21,68300,Sunny,68,0,16509,18176,24159,24968,23504,24350,41,25,238,40,24,253,18,94,9,46,8,97,5,83
2048,252,Reg. Season Week 13,26,18,19,26,63600,Sunny,68,1,21564,23275,22521,23275,20896,19221,34,22,304,29,18,211,13,81,3,25,5,72,6,118
2048,253,Reg. Season Week 13,24,20,21,28,64400,Sunny,45,0,16550,20731,23370,24149,20054,20977,38,23,293,40,26,360,7,73,17,52,6,89,12,149
2048,254,Reg. Season Week 13,20,25,22,1,66400,Sunny,69,3,17399,18210,24972,24978,18438,18362,38,23,292,36,26,265,6,53,28,118,7,129,6,106
2048,255,Reg. Season Week 13,10,27,37,5,43200,Sunny,45,0,25816,17371,23316,24183,20004,25829,22,12,153,25,18,308,6,44,20,62,6,78,3,135
2048,256,Reg. Season Week 14,15,0,20,16,72700,Sunny,45,0,14026,14815,22494,22516,19269,23409,25,16,201,32,26,270,8,28,16,60,7,89,7,76
2048,257,Reg. Season Week 14,3,2,23,21,66500,Sunny,68,0,24120,18176,19931,21654,20119,24350,27,20,182,29,20,210,11,27,18,95,4,59,6,71
2048,258,Reg. Season Week 14,13,30,24,18,51800,Sunny,26,1,20758,21564,20758,22521,18427,23458,39,22,207,35,24,201,2,18,10,54,6,88,10,104
2048,259,Reg. Season Week 14,13,23,20,17,43000,Sunny,62,0,18179,22443,23323,21663,23366,22665,31,13,112,39,25,295,12,34,21,93,1,25,6,86
2048,260,Reg. Season Week 14,31,4,10,20,50700,Sunny,67,4,14857,24110,21645,21642,21803,21714,28,16,227,29,19,151,26,127,11,45,6,102,6,87
2048,261,Reg. Season Week 14,38,7,8,6,67100,Sunny,68,0,19861,19842,24155,19842,22688,25875,26,18,255,26,17,135,23,113,5,45,3,60,4,43
2048,262,Reg. Season Week 14,9,9,15,31,57400,Sunny,50,0,18220,17390,22465,23369,20123,22675,41,24,220,29,21,220,8,29,16,47,2,48,7,69
2048,263,Reg. Season Week 14,23,10,31,11,59300,Sunny,68,0,24947,20741,24989,22518,23314,22615,45,32,331,26,14,176,11,41,14,95,5,81,8,94
2048,264,Reg. Season Week 14,24,12,34,5,43600,Sunny,45,0,17366,17371,17366,24183,18432,18431,22,13,143,26,20,197,8,99,15,117,1,38,3,43
2048,265,Reg. Season Week 14,14,13,26,1,62700,Sunny,46,5,23263,18210,21625,24978,18406,18362,37,21,200,38,22,255,15,82,14,73,6,69,4,85
2048,266,Reg. Season Week 14,27,26,14,14,62000,Sunny,71,1,23275,20719,25845,23340,24263,19239,29,17,234,47,29,262,13,84,13,30,5,101,9,102
2048,267,Reg. Season Week 14,27,25,41,19,70000,Sunny,34,8,17399,19896,25851,23320,19240,23447,44,26,351,34,18,209,9,50,19,122,9,135,5,66
2048,268,Reg. Season Week 14,27,24,25,3,79500,Sunny,50,3,20722,16552,25828,24168,25189,19192,32,17,225,21,14,133,22,84,16,99,6,109,4,41
2048,269,Reg. Season Week 14,43,27,9,8,39600,Sunny,23,14,17378,20706,23316,25016,24367,23344,36,24,278,29,17,147,19,96,11,91,9,67,2,34
2048,270,Reg. Season Week 14,7,28,11,15,89900,Sunny,10,3,20731,16509,24149,24159,20112,23329,37,19,155,33,23,170,12,81,13,97,6,76,3,50
2048,271,Reg. Season Week 14,14,29,20,22,56600,Sunny,68,0,13229,24145,13229,20802,20919,23419,39,27,343,33,18,170,5,30,19,77,9,124,6,55
2048,272,Reg. Season Week 15,30,0,17,26,66000,Sunny,64,7,14026,23275,22491,24176,19269,25187,42,27,277,37,19,191,18,71,14,55,8,112,7,82
2048,273,Reg. Season Week 15,24,1,29,27,51800,Stormy,80,19,18210,17378,24978,23316,20074,24367,44,33,377,25,16,212,13,49,9,48,9,107,8,59
2048,274,Reg. Season Week 15,22,2,30,30,21800,Sunny,68,0,24120,20758,19931,24995,22681,23443,30,19,197,33,23,223,9,84,19,116,6,78,5,80
2048,275,Reg. Season Week 15,24,3,14,19,70000,Sunny,39,5,16552,19896,25867,23320,26005,17562,26,18,201,34,19,127,11,32,17,57,4,54,3,34
2048,276,Reg. Season Week 15,28,5,23,15,89900,Sunny,40,6,17371,16509,24183,24159,17566,23504,33,25,246,32,22,301,11,64,13,42,6,81,7,141
2048,277,Reg. Season Week 15,18,7,27,29,79500,Sunny,25,10,19861,19059,24155,24973,18449,20919,39,24,231,28,17,182,16,109,8,69,2,49,7,76
2048,278,Reg. Season Week 15,17,8,25,23,74300,Sunny,72,4,20706,18179,25004,23323,15888,25970,35,20,223,31,24,250,16,115,19,60,3,66,5,78
2048,279,Reg. Season Week 15,28,10,10,9,81600,Sunny,40,9,24947,18220,23314,25005,23492,24273,31,18,138,34,22,143,15,67,14,56,4,53,5,41
2048,280,Reg. Season Week 15,22,31,16,11,59300,Sunny,68,0,17390,20741,23369,22518,24324,22615,40,27,252,32,21,205,15,52,14,73,6,44,9,117
2048,281,Reg. Season Week 15,9,16,19,14,62100,Sunny,64,7,14815,20719,24181,23340,24181,25171,46,26,235,36,18,140,11,66,16,107,7,104,5,45
2048,282,Reg. Season Week 15,34,17,37,4,75400,Sunny,68,0,22443,25787,21663,21645,22665,21645,40,21,225,27,14,249,16,37,15,74,7,79,7,96
2048,283,Reg. Season Week 15,3,20,34,13,84900,Rain,33,5,16550,23263,16550,21625,20909,20848,15,9,117,32,18,184,6,24,13,59,5,65,4,76
2048,284,Reg. Season Week 15,21,21,14,18,55800,Sunny,38,2,18176,21564,21654,25844,24350,23458,33,22,219,27,20,160,16,51,8,54,6,85,4,45
2048,285,Reg. Season Week 15,37,22,27,6,67100,Sunny,68,0,24145,19842,20802,24988,20802,24316,24,18,231,36,26,276,18,130,10,55,3,92,5,106
2048,286,Reg. Season Week 15,3,24,6,25,70500,Sunny,63,0,20722,17399,25828,17399,21754,19240,48,24,200,39,19,177,13,34,6,40,4,52,5,48
2048,287,Reg. Season Week 15,12,28,31,12,74400,Sunny,78,0,20731,17366,24149,23360,20112,20126,41,23,267,28,19,301,15,65,19,114,7,132,6,120
2048,288,Reg. Season Week 16,16,0,6,19,70000,Sunny,45,3,14026,19896,22494,23320,17595,23516,35,24,224,38,20,157,11,49,14,42,11,113,4,44
2048,289,Reg. Season Week 16,0,2,22,29,73400,Sunny,36,2,24131,13229,19931,24973,24340,21738,27,15,168,31,21,242,9,57,16,65,5,87,6,95
2048,290,Reg. Season Week 16,17,30,20,7,62100,Sunny,40,5,20758,19861,23343,24155,18427,16786,23,11,120,44,26,202,7,25,23,154,3,47,5,75
2048,291,Reg. Season Week 16,27,3,15,25,70500,Sunny,58,0,18207,17399,25867,25851,19192,18438,17,14,224,44,25,184,11,52,12,35,4,110,6,68
2048,292,Reg. Season Week 16,22,4,3,23,74300,Sunny,60,3,25787,18179,21645,23323,21645,25140,37,20,229,23,14,114,22,136,12,39,7,77,5,68
2048,293,Reg. Season Week 16,34,8,41,1,65900,Sunny,37,0,20706,18210,25016,24978,21825,22553,49,31,336,34,25,402,14,60,21,67,8,139,3,116
2048,294,Reg. Season Week 16,9,9,13,28,64400,Sunny,56,0,18220,20731,25005,24149,20123,24149,35,16,111,29,18,163,10,35,16,45,6,42,5,49
2048,295,Reg. Season Week 16,16,10,24,12,74400,Sunny,75,0,24947,17366,23314,23360,21786,20126,23,16,190,30,18,181,11,50,17,93,14,183,2,60
2048,296,Reg. Season Week 16,6,31,16,15,89900,Snow,20,8,17390,16509,17390,24159,20863,25175,38,20,128,33,16,144,8,57,13,41,6,69,4,61
2048,297,Reg. Season Week 16,17,11,47,5,43600,Sunny,45,0,20741,17371,22518,24183,22518,18431,16,7,69,27,19,275,16,83,19,120,3,32,6,94
2048,298,Reg. Season Week 16,10,14,24,24,80000,Sunny,37,6,20719,20722,23340,25828,18423,21754,42,27,199,26,19,220,10,47,23,78,6,68,6,79
2048,299,Reg. Season Week 16,9,16,14,26,66000,Sunny,71,7,14815,23275,22516,25845,19197,20972,51,27,170,27,13,159,15,32,11,32,5,53,3,58
2048,300,Reg. Season Week 16,10,17,30,13,84700,Sunny,16,11,20704,23263,21663,21625,20922,20079,23,12,172,39,28,349,15,54,14,101,5,95,5,74
2048,301,Reg. Season Week 16,17,18,20,6,67100,Sunny,68,0,21564,19842,21564,19842,24321,23438,37,20,218,43,29,226,5,25,11,89,2,60,9,70
2048,302,Reg. Season Week 16,26,20,14,27,51200,Rain,64,8,24110,17378,21642,23316,20909,24367,45,27,307,37,19,244,14,37,12,51,7,87,6,93
2048,303,Reg. Season Week 16,16,21,24,22,56600,Sunny,68,0,18176,24145,24968,20802,20082,20954,53,28,273,27,10,162,10,46,20,128,9,79,2,87
2048,304,Reg. Season Week 17,9,23,21,13,84900,Snow,28,15,18179,23263,23323,25011,21700,25092,34,19,220,30,18,180,19,52,13,77,4,55,3,57
2048,305,Reg. Season Week 17,16,5,21,10,71300,Snow,14,20,17371,24947,24183,23314,17566,22602,35,15,157,29,20,181,18,84,13,58,3,46,5,41
2048,306,Reg. Season Week 17,20,6,17,30,23500,Sunny,68,0,19842,20758,24988,23343,23512,23443,28,16,161,34,17,181,16,62,7,73,5,45,5,55
2048,307,Reg. Season Week 17,17,12,24,31,64200,Sunny,74,0,17366,17390,17366,23369,21756,22675,33,19,146,24,14,108,12,112,17,48,6,56,5,42
2048,308,Reg. Season Week 17,10,26,37,24,78800,Sunny,53,3,22417,20722,24176,25828,24263,23464,25,16,155,37,19,240,12,58,17,53,5,66,2,50
2048,309,Reg. Season Week 17,22,15,27,9,81600,Sunny,14,6,16509,18220,23329,21608,25175,21608,41,24,294,42,23,294,9,31,12,40,6,94,4,84
2048,310,Reg. Season Week 17,23,16,10,3,79500,Sunny,35,4,14815,16552,25835,24168,25116,26005,26,16,210,34,18,194,28,87,9,43,6,87,3,62
2048,311,Reg. Season Week 17,23,19,17,14,62100,Sunny,70,1,19896,20719,23320,23340,21832,25171,31,19,150,38,26,210,13,81,10,53,4,62,6,50
2048,312,Reg. Season Week 17,27,17,13,1,60700,Sunny,34,4,24916,18210,21663,24978,24346,20074,28,18,228,38,23,273,24,106,19,84,3,64,6,65
2048,313,Reg. Season Week 17,17,20,21,8,38200,Rain,53,14,24110,20706,21642,25016,24322,24355,54,33,394,34,24,220,10,48,19,22,5,107,8,68
2048,314,Reg. Season Week 17,26,21,17,7,62100,Sunny,69,7,18176,19861,21654,24155,21654,20120,37,21,209,42,27,202,13,87,12,34,4,74,8,64
2048,315,Reg. Season Week 17,10,22,27,2,74600,Rain,48,9,24145,24131,20802,19931,20954,24340,33,21,175,30,24,255,10,40,20,71,4,49,5,95
2048,316,Reg. Season Week 17,6,25,33,0,74700,Sunny,60,0,17399,14026,17399,22494,19240,17595,31,23,215,36,19,277,4,17,15,67,6,79,6,159
2048,317,Reg. Season Week 17,13,27,28,4,75400,Sunny,68,0,17378,25787,23316,21645,24367,22582,42,21,256,28,17,226,13,50,22,141,8,112,4,81
2048,318,Reg. Season Week 17,0,28,33,11,59200,Sunny,68,0,20731,20741,24149,22512,20977,19257,21,11,138,26,16,138,6,34,25,75,4,69,6,59
2048,319,Reg. Season Week 17,24,29,16,18,50500,Sunny,36,2,13229,21564,24973,22521,24973,25979,27,13,206,56,32,227,11,89,14,62,4,87,7,54
2048,320,Wild Card Round,14,5,17,0,75000,Sunny,49,5,17371,14026,22475,22491,17566,15886,42,30,283,32,23,262,11,36,16,80,8,62,4,59
2048,321,Wild Card Round,10,7,7,21,70200,Sunny,68,0,19861,18176,24155,21654,20120,24350,44,24,242,44,25,303,15,36,11,51,5,86,7,93
2048,322,Wild Card Round,37,16,20,3,79500,Snow,15,4,14815,16552,25835,25867,25116,19192,26,19,170,26,21,149,18,98,12,84,6,66,4,50
2048,323,Wild Card Round,23,22,22,8,40900,Sunny,17,12,24145,20706,26003,25016,23419,21746,41,24,275,42,23,237,1,26,16,92,8,78,5,79
2048,324,Divisional Round,27,0,34,10,71300,Sunny,17,4,14026,24947,22491,23314,19223,22602,45,27,301,33,21,174,12,94,11,85,5,95,5,53
2048,325,Divisional Round,17,7,36,4,75400,Sunny,68,0,19861,25787,24155,21645,25080,16729,39,22,227,28,20,225,17,84,20,93,5,79,4,69
2048,326,Divisional Round,7,16,27,12,74400,Sunny,60,0,14815,17366,25835,23360,22670,23360,44,27,173,24,15,167,12,48,22,145,6,40,4,47
2048,327,Divisional Round,13,22,35,6,67100,Sunny,68,0,22434,19842,20802,19842,23419,23438,29,17,182,20,15,199,15,35,8,34,8,89,4,76
2048,328,Conference Round,23,6,20,12,74400,Sunny,50,0,19842,19873,19842,23360,16776,20126,52,30,198,44,32,375,13,100,25,116,4,63,6,78
2048,329,Conference Round,7,10,24,4,75400,Sunny,68,0,24947,25787,24947,21645,21786,16729,37,18,193,34,20,163,5,27,18,77,4,52,1,43
2048,330,Front Office Bowl,27,4,24,6,58500,Sunny,31,8,14857,19842,21645,19842,16718,23438,35,25,305,26,17,241,22,61,2,37,5,76,6,94
2047,0,Ex. Season Week 1,10,0,36,12,74300,Sunny,85,0,19886,22436,22491,23360,17595,16701,27,15,100,16,12,138,9,60,26,70,4,66,4,63
2047,1,Ex. Season Week 1,6,3,13,21,58500,Sunny,68,0,16552,22403,24168,21654,23501,20082,38,16,136,31,18,122,17,66,16,88,4,45,5,50
2047,2,Ex. Season Week 2,6,1,16,3,74400,Sunny,65,9,18210,16552,24978,24168,20017,17624,16,10,78,14,7,84,5,47,27,111,3,29,2,33
2047,3,Ex. Season Week 2,27,4,19,19,63100,Sunny,60,5,14857,21548,17430,23320,19121,17562,18,11,101,29,21,213,10,49,20,70,3,72,5,92
2047,4,Ex. Season Week 2,17,5,10,2,72400,Sunny,53,1,18226,19025,20780,19906,22677,20119,31,16,195,25,12,96,14,34,17,34,6,73,4,63
2047,5,Ex. Season Week 2,20,7,17,8,35400,Sunny,76,11,18229,20706,24155,23344,24155,21825,39,18,186,34,19,240,16,26,21,82,6,86,5,85
2047,6,Ex. Season Week 2,15,9,16,22,56600,Sunny,68,0,20754,19861,21608,22494,21809,23419,26,16,146,10,7,45,12,52,21,70,8,93,3,35
2047,7,Ex. Season Week 2,30,10,12,30,22700,Sunny,55,2,22417,20758,21663,23329,23492,17527,19,12,91,21,9,62,20,150,22,82,6,73,3,40
2047,8,Ex. Season Week 2,17,26,23,28,63300,Sunny,82,0,22457,16567,24176,19931,24176,20112,30,24,242,26,16,147,21,54,16,89,8,66,8,110
2047,9,Ex. Season Week 2,20,15,17,6,67000,Sunny,68,0,24137,19842,22518,21643,25175,21643,43,28,192,12,9,94,13,91,22,50,5,81,3,53
2047,10,Ex. Season Week 2,16,17,32,14,61200,Sunny,78,0,12341,14859,21645,21617,20922,19239,31,16,181,23,15,135,7,33,21,77,4,57,5,69
2047,11,Ex. Season Week 2,31,18,33,20,46800,Rain,49,11,21564,16550,22479,21642,22521,21788,8,7,81,15,10,145,7,25,15,135,2,46,4,45
2047,12,Ex. Season Week 2,23,21,13,13,84300,Sunny,84,9,22403,14816,21654,21625,22690,20848,26,14,104,45,24,171,17,109,9,16,7,50,3,54
2047,13,Ex. Season Week 2,6,25,17,31,55200,Sunny,74,0,19844,23289,19099,25023,19240,20863,33,17,104,7,6,102,12,13,8,29,8,48,4,49
2047,14,Ex. Season Week 2,7,24,23,11,59300,Sunny,68,0,15674,18209,19902,21639,21754,22615,35,19,145,28,17,104,15,67,3,107,5,35,7,62
2047,15,Ex. Season Week 2,13,27,18,16,69200,Sunny,83,0,24143,22460,25025,24181,20098,18427,13,10,114,30,17,158,4,39,20,75,3,43,6,77
2047,16,Ex. Season Week 2,23,29,7,23,71700,Sunny,67,9,19059,20741,23323,23366,21738,15886,27,14,127,39,17,164,12,77,17,40,6,76,2,46
2047,17,Ex. Season Week 3,3,2,20,24,73400,Sunny,44,9,19025,15674,23350,19902,19263,21751,28,22,240,22,16,167,4,42,19,56,5,84,7,92
2047,18,Ex. Season Week 3,27,23,24,17,46700,Sunny,91,0,20741,12341,20775,21645,20034,20922,29,16,150,25,16,145,18,89,13,63,4,47,5,50
2047,19,Ex. Season Week 3,10,6,7,25,70500,Sunny,70,0,19842,17399,21643,23343,23438,19240,16,10,73,11,6,89,30,220,15,43,5,47,11,60
2047,20,Ex. Season Week 3,20,30,9,26,64100,Sunny,64,2,20758,19037,23329,24176,23473,18450,24,14,78,31,16,152,13,88,18,74,7,55,3,57
2047,21,Ex. Season Week 3,13,8,27,27,44800,Sunny,88,4,15685,17378,23344,23316,21825,20098,37,19,175,20,14,181,15,55,13,49,6,96,5,81
2047,22,Ex. Season Week 3,10,31,13,15,89700,Rain,47,5,19880,24137,25023,18287,22675,16698,32,20,224,25,16,82,17,49,20,70,10,117,3,38
2047,23,Ex. Season Week 3,20,11,23,5,32200,Sunny,51,0,12365,18226,25021,20780,22615,17566,25,15,160,22,15,214,4,50,30,177,7,87,8,136
2047,24,Ex. Season Week 3,16,12,13,9,75900,Sunny,63,4,22436,20754,23360,21608,15826,24307,25,14,84,20,10,67,13,52,24,54,6,38,5,32
2047,25,Ex. Season Week 3,24,13,27,1,51600,Sunny,92,7,20704,18210,19107,23359,22657,22638,25,14,141,23,13,120,15,71,17,76,9,77,4,57
2047,26,Ex. Season Week 3,29,14,16,29,64400,Sunny,61,7,14859,13229,21617,23323,20886,15888,28,18,203,13,10,152,24,109,13,55,7,99,7,83
2047,27,Ex. Season Week 3,22,16,0,7,61900,Sunny,66,2,22460,18229,24181,24155,18427,22688,15,12,137,26,12,132,25,62,7,22,5,66,5,62
2047,28,Ex. Season Week 3,24,19,10,18,48000,Sunny,72,3,19896,21549,21620,22521,21620,23458,10,7,75,23,11,130,16,125,17,60,4,38,3,65
2047,29,Ex. Season Week 3,20,20,23,4,74800,Sunny,68,0,16550,19872,21642,19121,21714,20896,9,8,117,25,16,153,5,28,9,78,4,99,5,96
2047,30,Ex. Season Week 3,23,22,17,0,57800,Rain,64,18,19861,19886,20802,22491,23470,22648,11,9,131,26,13,131,21,76,15,84,5,80,7,87
2047,31,Ex. Season Week 3,20,28,14,10,61600,Sunny,40,2,16567,24947,19931,21663,19212,21663,35,15,168,20,14,130,25,114,23,101,4,37,4,64
2047,32,Ex. Season Week 4,0,2,34,15,89900,Sunny,54,11,19025,24137,19906,22518,24340,23504,30,13,86,34,22,174,7,18,16,85,6,56,6,65
2047,33,Ex. Season Week 4,24,3,9,4,75300,Sunny,68,0,16552,14857,22487,19951,16734,16718,21,10,99,14,8,167,19,77,11,27,1,33,6,81
2047,34,Ex. Season Week 4,28,23,34,7,61700,Sunny,101,5,20741,18229,23366,24155,15886,24155,34,15,152,26,13,164,17,90,22,118,3,43,5,40
2047,35,Ex. Season Week 4,16,6,42,5,33000,Sunny,72,0,24124,18226,21643,22475,15869,17566,44,19,181,15,11,112,14,57,18,54,5,58,8,110
2047,36,Ex. Season Week 4,17,30,10,9,76000,Sunny,46,10,20758,20754,22512,21608,17619,21809,25,18,206,26,14,142,19,76,15,53,7,55,7,76
2047,37,Ex. Season Week 4,17,8,23,29,68000,Sunny,84,5,15685,19059,23344,20804,22588,20919,33,19,137,21,16,170,7,47,10,29,5,77,7,65
2047,38,Ex. Season Week 4,23,31,26,24,73200,Sunny,77,9,19880,15674,23369,19902,20863,21751,28,17,261,17,11,152,13,48,24,125,7,115,4,49
2047,39,Ex. Season Week 4,27,11,21,25,70500,Sunny,78,0,18209,19844,21639,23343,22615,19240,21,16,178,34,22,243,16,48,20,42,10,139,9,77
2047,40,Ex. Season Week 4,23,12,17,26,64100,Sunny,81,6,22436,19037,21628,24176,18391,18450,36,16,130,25,15,221,21,96,19,68,3,42,6,101
2047,41,Ex. Season Week 4,35,13,28,18,49700,Sunny,86,5,20704,21549,21625,22521,20079,24321,20,16,186,31,14,160,6,50,20,54,6,118,5,99
2047,42,Ex. Season Week 4,13,14,6,27,42400,Sunny,66,3,14859,17378,21617,22509,19239,21824,25,15,172,37,14,135,19,47,10,75,6,73,5,51
2047,43,Ex. Season Week 4,9,16,33,17,45900,Sunny,64,0,14815,22443,24181,21652,23409,22665,26,13,98,13,8,178,13,73,21,122,6,64,7,174
2047,44,Ex. Season Week 4,24,19,28,1,50100,Sunny,79,0,21548,18210,21620,18210,21620,19950,28,16,190,16,11,126,18,54,3,111,8,85,2,56
2047,45,Ex. Season Week 4,13,20,16,21,53800,Sunny,68,0,18177,22403,21642,21654,21714,20944,34,17,215,35,22,240,21,36,18,43,7,96,6,111
2047,46,Ex. Season Week 4,14,22,26,10,63300,Sunny,51,2,22434,22417,20802,21663,23470,21786,30,19,178,23,18,156,17,49,7,31,5,82,6,71
2047,47,Ex. Season Week 4,28,28,9,0,56500,Sunny,77,4,16567,14026,19931,24204,20112,17595,25,18,218,26,18,148,18,86,5,28,11,158,11,80
2047,48,Ex. Season Week 5,9,0,23,30,21800,Sunny,55,2,19886,14826,24204,23329,22648,16761,25,15,159,25,14,163,9,74,27,114,5,72,4,61
2047,49,Ex. Season Week 5,6,1,17,20,45100,Sunny,71,5,23281,18177,19950,18276,21730,21642,23,13,113,13,8,74,10,21,15,51,4,30,4,56
2047,50,Ex. Season Week 5,3,4,27,13,83500,Sunny,55,3,19872,20704,19951,19107,21803,20079,20,11,96,19,12,165,16,85,23,47,2,34,9,176
2047,51,Ex. Season Week 5,6,5,10,31,51500,Sunny,91,0,18226,19880,18226,19880,22677,22675,25,12,121,19,13,160,3,91,9,65,4,68,5,83
2047,52,Ex. Season Week 5,31,7,24,14,60800,Sunny,69,6,18229,15661,22465,23340,16786,18423,25,18,158,35,22,242,12,17,4,70,8,102,8,116
2047,53,Ex. Season Week 5,21,9,35,28,64200,Sunny,75,0,20754,16567,21608,19931,21809,15878,27,19,137,20,12,133,16,141,19,82,7,72,1,33
2047,54,Ex. Season Week 5,20,10,25,12,74300,Sunny,73,0,22417,22436,21663,21628,23492,21780,16,10,106,24,18,227,9,30,19,74,2,44,4,66
2047,55,Ex. Season Week 5,27,26,30,22,55500,Sunny,68,0,14838,22434,24176,22494,19266,16729,32,22,213,33,23,218,29,79,13,49,4,64,5,64
2047,56,Ex. Season Week 5,31,15,0,11,59300,Sunny,68,0,24137,12365,22518,21639,18388,22615,19,13,162,42,24,199,16,54,8,63,4,84,10,78
2047,57,Ex. Season Week 5,24,17,7,8,35700,Rain,75,17,12341,15685,21652,23344,22665,24355,23,16,187,28,13,133,17,80,11,35,10,137,4,58
2047,58,Ex. Season Week 5,6,18,25,3,73900,Sunny,52,3,21549,16552,22521,22487,24321,22487,30,13,139,37,21,208,14,88,22,127,2,42,9,75
2047,59,Ex. Season Week 5,13,21,6,19,61700,Sunny,72,4,22403,19896,24968,21620,20944,17562,25,14,168,25,18,225,17,42,16,33,5,66,5,64
2047,60,Ex. Season Week 5,17,25,19,2,74600,Sunny,74,10,19844,19025,23343,19930,19240,20119,14,9,152,40,24,232,28,38,13,64,6,117,4,50
2047,61,Ex. Season Week 5,14,24,21,6,67000,Sunny,68,0,15674,24124,19902,21643,21751,23512,30,16,119,29,15,106,14,53,16,115,7,77,3,42
2047,62,Ex. Season Week 5,19,27,3,23,68800,Sunny,58,2,24143,20741,23316,20775,20098,23518,17,9,91,32,18,143,23,117,17,67,8,66,2,56
2047,63,Ex. Season Week 5,27,29,23,16,69000,Sunny,67,0,19059,22460,25002,24181,20919,20954,27,16,241,27,17,124,3,26,16,91,7,107,6,43
2047,64,Reg. Season Week 1,19,0,26,25,70500,Sunny,67,0,14026,17399,24204,19099,19269,19240,51,24,286,16,9,129,9,32,12,99,5,80,11,140
2047,65,Reg. Season Week 1,27,1,34,17,49300,Sunny,68,0,18210,22443,24978,24991,20074,17547,50,30,363,32,23,289,5,27,17,123,7,94,8,127
2047,66,Reg. Season Week 1,10,3,34,16,72700,Sunny,58,0,16552,14815,24168,24181,17624,18427,23,17,166,35,24,282,5,29,19,92,5,53,5,80
2047,67,Reg. Season Week 1,14,23,20,13,84900,Sunny,81,4,18179,23263,20775,19107,15870,18431,42,23,178,33,19,213,10,36,18,97,5,44,4,66
2047,68,Reg. Season Week 1,3,4,19,27,48600,Rain,96,14,14857,17378,19121,25025,24283,20098,34,13,54,41,23,178,12,35,23,92,1,15,5,61
2047,69,Reg. Season Week 1,19,6,27,30,23800,Rain,55,16,19842,14826,21643,23329,20972,18362,30,17,150,36,15,151,24,81,16,76,5,57,4,64
2047,70,Reg. Season Week 1,17,7,31,21,60200,Sunny,68,0,18229,18176,24155,21654,22688,20082,43,25,234,34,18,259,10,24,6,48,8,94,3,89
2047,71,Reg. Season Week 1,14,8,19,20,49500,Sunny,58,4,20706,16550,25016,23370,24355,21714,34,18,215,30,16,224,3,58,18,83,6,104,4,59
2047,72,Reg. Season Week 1,14,10,32,5,33700,Sunny,84,0,24947,17371,21663,24183,21786,20968,29,16,103,29,22,200,10,46,20,115,4,27,3,47
2047,73,Reg. Season Week 1,10,31,16,12,74400,Sunny,96,0,19880,22436,23369,23360,22675,20126,36,20,169,23,17,212,16,64,22,85,8,64,3,56
2047,74,Reg. Season Week 1,27,11,20,28,64400,Sunny,76,0,18209,20731,21639,24149,22615,20112,23,16,253,38,23,274,26,108,12,41,5,115,3,64
2047,75,Reg. Season Week 1,26,26,21,24,75000,Sunny,50,8,22457,20722,24176,19902,18450,21751,36,23,243,43,24,292,16,124,8,43,5,49,6,95
2047,76,Reg. Season Week 1,13,15,14,9,81600,Sunny,63,2,16509,18220,18287,21608,20891,21809,40,21,221,36,26,318,18,24,13,76,7,77,8,140
2047,77,Reg. Season Week 1,27,19,13,14,62100,Sunny,74,3,19896,20719,23320,23340,23516,18423,35,21,191,38,18,215,12,41,23,61,5,51,7,82
