Category,Team/All_Teams,Place,Record,Year,Team
Points Scored,16,8,226,2054,16
Points Scored,16,9,225,2064,16
Points Scored,16,10,224,2037,16
Points Scored,16,11,223,2049,16
Points Scored,16,12,218,2029,16
Points Scored,16,13,218,2048,16
Points Scored,16,14,216,2047,16
Points Scored,16,15,214,2031,16
Points Scored,16,16,212,2040,16
Points Scored,16,17,212,2044,16
Points Scored,16,18,212,2066,16
Points Scored,16,19,211,2041,16
Points Scored,16,20,206,2024,16
Points Scored,16,21,206,2043,16
Points Scored,16,22,206,2051,16
Points Scored,16,23,205,2060,16
Points Scored,16,24,203,2053,16
Points Scored,16,25,203,2055,16
Points Scored,16,26,201,2023,16
Points Scored,16,27,198,2028,16
Points Scored,16,28,198,2058,16
Points Scored,16,29,198,2068,16
Points Scored,16,30,195,2039,16
Points Scored,16,31,193,2035,16
Points Scored,16,32,192,2025,16
Points Scored,16,33,191,2062,16
Points Scored,16,34,190,2045,16
Points Scored,16,35,187,2022,16
Points Scored,16,36,186,2034,16
Points Scored,16,37,186,2067,16
Points Scored,16,38,185,2065,16
Points Scored,16,39,183,2059,16
Points Scored,16,40,175,2021,16
Points Scored,16,41,175,2036,16
Points Scored,16,42,173,2069,16
Points Scored,16,43,170,2033,16
Points Scored,16,44,163,2042,16
Points Scored,16,45,158,2052,16
Points Scored,16,46,153,2057,16
Points Scored,16,47,151,2056,16
Points Scored,16,48,150,2061,16
Points Scored,16,49,144,2063,16
Points Allowed,16,0,154,2037,16
Points Allowed,16,1,165,2023,16
Points Allowed,16,2,166,2030,16
Points Allowed,16,3,177,2033,16
Points Allowed,16,4,179,2034,16
Points Allowed,16,5,181,2026,16
Points Allowed,16,6,181,2053,16
Points Allowed,16,7,185,2051,16
Points Allowed,16,8,187,2038,16
Points Allowed,16,9,187,2065,16
Points Allowed,16,10,188,2025,16
Points Allowed,16,11,188,2043,16
Points Allowed,16,12,190,2046,16
Points Allowed,16,13,192,2042,16
Points Allowed,16,14,192,2058,16
Points Allowed,16,15,193,2036,16
Points Allowed,16,16,194,2047,16
Points Allowed,16,17,195,2020,16
Points Allowed,16,18,197,2055,16
Points Allowed,16,19,198,2029,16
Points Allowed,16,20,198,2067,16
Points Allowed,16,21,198,2068,16
Points Allowed,16,22,199,2059,16
Points Allowed,16,23,200,2031,16
Points Allowed,16,24,201,2032,16
Points Allowed,16,25,201,2054,16
Points Allowed,16,26,205,2052,16
Points Allowed,16,27,206,2027,16
Points Allowed,16,28,206,2063,16
Points Allowed,16,29,207,2045,16
Points Allowed,16,30,210,2041,16
Points Allowed,16,31,210,2050,16
Points Allowed,16,32,211,2060,16
Points Allowed,16,33,211,2064,16
Points Allowed,16,34,215,2040,16
Points Allowed,16,35,216,2056,16
Points Allowed,16,36,217,2039,16
Points Allowed,16,37,217,2057,16
Points Allowed,16,38,217,2069,16
Points Allowed,16,39,218,2048,16
Points Allowed,16,40,219,2044,16
Points Allowed,16,41,220,2035,16
Points Allowed,16,42,223,2022,16
Points Allowed,16,43,227,2021,16
Points Allowed,16,44,228,2061,16
Points Allowed,16,45,228,2066,16
Points Allowed,16,46,231,2028,16
Points Allowed,16,47,236,2024,16
Points Allowed,16,48,236,2062,16
Points Allowed,16,49,252,2049,16
Passing Yards,16,0,2555,2046,16
Passing Yards,16,1,2532,2041,16
Passing Yards,16,2,2520,2038,16
Passing Yards,16,3,2471,2039,16
Passing Yards,16,4,2443,2022,16
Passing Yards,16,5,2443,2045,16
Passing Yards,16,6,2438,2048,16
Passing Yards,16,7,2416,2057,16
Passing Yards,16,8,2410,2032,16
Passing Yards,16,9,2400,2055,16
Passing Yards,16,10,2376,2042,16
Passing Yards,16,11,2357,2062,16
Passing Yards,16,12,2310,2037,16
Passing Yards,16,13,2304,2044,16
Passing Yards,16,14,2303,2040,16
Passing Yards,16,15,2291,2027,16
Passing Yards,16,16,2273,2043,16
Passing Yards,16,17,2267,2069,16
Passing Yards,16,18,2258,2035,16
Passing Yards,16,19,2251,2058,16
Passing Yards,16,20,2241,2047,16
Passing Yards,16,21,2215,2030,16
Passing Yards,16,22,2212,2031,16
Passing Yards,16,23,2209,2054,16
Passing Yards,16,24,2168,2028,16
Passing Yards,16,25,2168,2036,16
Passing Yards,16,26,2158,2063,16
Passing Yards,16,27,2155,2050,16
Passing Yards,16,28,2143,2021,16
Passing Yards,16,29,2142,2023,16
Passing Yards,16,30,2129,2034,16
Passing Yards,16,31,2121,2068,16
Passing Yards,16,32,2080,2051,16
Passing Yards,16,33,2080,2066,16
Passing Yards,16,34,2076,2060,16
Passing Yards,16,35,2063,2053,16
Passing Yards,16,36,2063,2056,16
Passing Yards,16,37,2060,2020,16
Passing Yards,16,38,2030,2049,16
Passing Yards,16,39,2001,2052,16
Passing Yards,16,40,2001,2061,16
Passing Yards,16,41,1982,2026,16
Passing Yards,16,42,1972,2033,16
Passing Yards,16,43,1964,2059,16
Passing Yards,16,44,1953,2065,16
Passing Yards,16,45,1943,2064,16
Passing Yards,16,46,1921,2024,16
Passing Yards,16,47,1843,2029,16
Passing Yards,16,48,1841,2025,16
Passing Yards,16,49,1788,2067,16
Passing Yards Allowed,16,0,1941,2057,16
Passing Yards Allowed,16,1,1994,2063,16
Passing Yards Allowed,16,2,2095,2034,16
Passing Yards Allowed,16,3,2114,2059,16
Passing Yards Allowed,16,4,2121,2036,16
Passing Yards Allowed,16,5,2131,2053,16
Passing Yards Allowed,16,6,2134,2042,16
Passing Yards Allowed,16,7,2137,2048,16
Passing Yards Allowed,16,8,2145,2045,16
Passing Yards Allowed,16,9,2152,2039,16
Passing Yards Allowed,16,10,2158,2031,16
Passing Yards Allowed,16,11,2167,2060,16
Passing Yards Allowed,16,12,2180,2058,16
Passing Yards Allowed,16,13,2182,2062,16
Passing Yards Allowed,16,14,2183,2038,16
Passing Yards Allowed,16,15,2189,2050,16
Passing Yards Allowed,16,16,2190,2020,16
Passing Yards Allowed,16,17,2193,2037,16
Passing Yards Allowed,16,18,2203,2052,16
Passing Yards Allowed,16,19,2222,2024,16
Passing Yards Allowed,16,20,2225,2056,16
Passing Yards Allowed,16,21,2231,2067,16
Passing Yards Allowed,16,22,2236,2028,16
Passing Yards Allowed,16,23,2250,2022,16
Passing Yards Allowed,16,24,2253,2033,16
Passing Yards Allowed,16,25,2253,2035,16
Passing Yards Allowed,16,26,2256,2026,16
Passing Yards Allowed,16,27,2301,2064,16
Passing Yards Allowed,16,28,2304,2044,16
Passing Yards Allowed,16,29,2304,2061,16
Passing Yards Allowed,16,30,2321,2051,16
Passing Yards Allowed,16,31,2330,2043,16
Passing Yards Allowed,16,32,2331,2030,16
Passing Yards Allowed,16,33,2340,2046,16
Passing Yards Allowed,16,34,2369,2069,16
Passing Yards Allowed,16,35,2381,2023,16
Passing Yards Allowed,16,36,2393,2021,16
Passing Yards Allowed,16,37,2395,2027,16
Passing Yards Allowed,16,38,2396,2065,16
Passing Yards Allowed,16,39,2413,2025,16
Passing Yards Allowed,16,40,2421,2041,16
Passing Yards Allowed,16,41,2436,2047,16
Passing Yards Allowed,16,42,2458,2032,16
Passing Yards Allowed,16,43,2459,2066,16
Passing Yards Allowed,16,44,2471,2029,16
Passing Yards Allowed,16,45,2471,2055,16
Passing Yards Allowed,16,46,2486,2068,16
Passing Yards Allowed,16,47,2488,2040,16
Passing Yards Allowed,16,48,2501,2054,16
Passing Yards Allowed,16,49,2700,2049,16
Rushing Yards,16,0,1774,2030,16
Rushing Yards,16,1,1619,2026,16
Rushing Yards,16,2,1616,2029,16
Rushing Yards,16,3,1536,2036,16
Rushing Yards,16,4,1521,2028,16
Rushing Yards,16,5,1513,2031,16
Rushing Yards,16,6,1406,2020,16
Rushing Yards,16,7,1406,2024,16
Rushing Yards,16,8,1401,2058,16
Rushing Yards,16,9,1392,2060,16
Rushing Yards,16,10,1368,2032,16
Rushing Yards,16,11,1363,2033,16
Rushing Yards,16,12,1343,2064,16
Rushing Yards,16,13,1338,2054,16
Rushing Yards,16,14,1315,2034,16
Rushing Yards,16,15,1312,2038,16
Rushing Yards,16,16,1309,2067,16
Rushing Yards,16,17,1293,2037,16
Rushing Yards,16,18,1268,2050,16
Rushing Yards,16,19,1253,2059,16
Rushing Yards,16,20,1245,2025,16
Rushing Yards,16,21,1245,2053,16
Rushing Yards,16,22,1223,2065,16
Rushing Yards,16,23,1208,2023,16
Rushing Yards,16,24,1195,2035,16
Rushing Yards,16,25,1169,2021,16
Rushing Yards,16,26,1159,2061,16
Rushing Yards,16,27,1155,2066,16
Rushing Yards,16,28,1135,2039,16
Rushing Yards,16,29,1135,2055,16
Rushing Yards,16,30,1129,2051,16
Rushing Yards,16,31,1112,2027,16
Rushing Yards,16,32,1110,2048,16
Rushing Yards,16,33,1098,2062,16
Rushing Yards,16,34,1081,2068,16
Rushing Yards,16,35,1050,2046,16
Rushing Yards,16,36,1046,2069,16
Rushing Yards,16,37,1043,2047,16
Rushing Yards,16,38,1031,2057,16
Rushing Yards,16,39,1030,2044,16
Rushing Yards,16,40,1005,2056,16
Rushing Yards,16,41,995,2049,16
Rushing Yards,16,42,972,2052,16
Rushing Yards,16,43,969,2043,16
Rushing Yards,16,44,959,2041,16
Rushing Yards,16,45,939,2040,16
Rushing Yards,16,46,933,2063,16
Rushing Yards,16,47,901,2045,16
Rushing Yards,16,48,890,2022,16
Rushing Yards,16,49,866,2042,16
Rushing Yards Allowed,16,0,723,2020,16
Rushing Yards Allowed,16,1,802,2038,16
Rushing Yards Allowed,16,2,898,2022,16
Rushing Yards Allowed,16,3,912,2048,16
Rushing Yards Allowed,16,4,938,2049,16
Rushing Yards Allowed,16,5,950,2025,16
Rushing Yards Allowed,16,6,956,2046,16
Rushing Yards Allowed,16,7,961,2055,16
Rushing Yards Allowed,16,8,978,2041,16
Rushing Yards Allowed,16,9,981,2054,16
Rushing Yards Allowed,16,10,986,2023,16
Rushing Yards Allowed,16,11,990,2047,16
Rushing Yards Allowed,16,12,1001,2029,16
Rushing Yards Allowed,16,13,1015,2050,16
Rushing Yards Allowed,16,14,1017,2024,16
Rushing Yards Allowed,16,15,1020,2068,16
Rushing Yards Allowed,16,16,1023,2040,16
Rushing Yards Allowed,16,17,1035,2053,16
Rushing Yards Allowed,16,18,1038,2026,16
Rushing Yards Allowed,16,19,1040,2051,16
Rushing Yards Allowed,16,20,1041,2030,16
Rushing Yards Allowed,16,21,1045,2039,16
Rushing Yards Allowed,16,22,1051,2035,16
Rushing Yards Allowed,16,23,1054,2037,16
Rushing Yards Allowed,16,24,1081,2069,16
Rushing Yards Allowed,16,25,1083,2043,16
Rushing Yards Allowed,16,26,1102,2036,16
Rushing Yards Allowed,16,27,1104,2059,16
Rushing Yards Allowed,16,28,1121,2060,16
Rushing Yards Allowed,16,29,1142,2052,16
Rushing Yards Allowed,16,30,1165,2034,16
Rushing Yards Allowed,16,31,1165,2044,16
Rushing Yards Allowed,16,32,1171,2045,16
Rushing Yards Allowed,16,33,1186,2033,16
Rushing Yards Allowed,16,34,1188,2062,16
Rushing Yards Allowed,16,35,1207,2027,16
Rushing Yards Allowed,16,36,1208,2066,16
Rushing Yards Allowed,16,37,1218,2056,16
Rushing Yards Allowed,16,38,1239,2032,16
Rushing Yards Allowed,16,39,1270,2028,16
Rushing Yards Allowed,16,40,1292,2021,16
Rushing Yards Allowed,16,41,1294,2058,16
Rushing Yards Allowed,16,42,1298,2042,16
Rushing Yards Allowed,16,43,1306,2031,16
Rushing Yards Allowed,16,44,1311,2064,16
Rushing Yards Allowed,16,45,1326,2063,16
Rushing Yards Allowed,16,46,1343,2057,16
Rushing Yards Allowed,16,47,1343,2067,16
Rushing Yards Allowed,16,48,1404,2061,16
Rushing Yards Allowed,16,49,1515,2065,16
Total Yards,16,0,3989,2030,16
Total Yards,16,1,3833,2038,16
Total Yards,16,2,3779,2032,16
Total Yards,16,3,3725,2031,16
Total Yards,16,4,3705,2036,16
Total Yards,16,5,3690,2028,16
Total Yards,16,6,3652,2058,16
Total Yards,16,7,3606,2039,16
Total Yards,16,8,3606,2046,16
Total Yards,16,9,3604,2037,16
Total Yards,16,10,3601,2026,16
Total Yards,16,11,3548,2048,16
Total Yards,16,12,3548,2054,16
Total Yards,16,13,3536,2055,16
Total Yards,16,14,3491,2041,16
Total Yards,16,15,3469,2060,16
Total Yards,16,16,3466,2020,16
Total Yards,16,17,3459,2029,16
Total Yards,16,18,3456,2062,16
Total Yards,16,19,3453,2035,16
Total Yards,16,20,3448,2057,16
Total Yards,16,21,3444,2034,16
Total Yards,16,22,3424,2050,16
Total Yards,16,23,3404,2027,16
Total Yards,16,24,3351,2023,16
Total Yards,16,25,3345,2045,16
Total Yards,16,26,3335,2033,16
Total Yards,16,27,3335,2044,16
Total Yards,16,28,3333,2022,16
Total Yards,16,29,3327,2024,16
Total Yards,16,30,3313,2069,16
Total Yards,16,31,3312,2021,16
Total Yards,16,32,3308,2053,16
Total Yards,16,33,3287,2064,16
Total Yards,16,34,3284,2047,16
Total Yards,16,35,3243,2040,16
Total Yards,16,36,3243,2043,16
Total Yards,16,37,3242,2042,16
Total Yards,16,38,3236,2066,16
Total Yards,16,39,3218,2059,16
Total Yards,16,40,3210,2051,16
Total Yards,16,41,3202,2068,16
Total Yards,16,42,3176,2065,16
Total Yards,16,43,3160,2061,16
Total Yards,16,44,3097,2067,16
Total Yards,16,45,3091,2063,16
Total Yards,16,46,3087,2025,16
Total Yards,16,47,3069,2056,16
Total Yards,16,48,3025,2049,16
Total Yards,16,49,2974,2052,16
Total Yards Allowed,16,0,2913,2020,16
Total Yards Allowed,16,1,2986,2038,16
Total Yards Allowed,16,2,3050,2048,16
Total Yards Allowed,16,3,3149,2022,16
Total Yards Allowed,16,4,3167,2053,16
Total Yards Allowed,16,5,3197,2039,16
Total Yards Allowed,16,6,3204,2050,16
Total Yards Allowed,16,7,3218,2059,16
Total Yards Allowed,16,8,3223,2036,16
Total Yards Allowed,16,9,3240,2024,16
Total Yards Allowed,16,10,3248,2037,16
Total Yards Allowed,16,11,3260,2034,16
Total Yards Allowed,16,12,3284,2057,16
Total Yards Allowed,16,13,3288,2060,16
Total Yards Allowed,16,14,3295,2026,16
Total Yards Allowed,16,15,3296,2046,16
Total Yards Allowed,16,16,3305,2035,16
Total Yards Allowed,16,17,3316,2045,16
Total Yards Allowed,16,18,3321,2063,16
Total Yards Allowed,16,19,3346,2052,16
Total Yards Allowed,16,20,3361,2051,16
Total Yards Allowed,16,21,3363,2025,16
Total Yards Allowed,16,22,3368,2023,16
Total Yards Allowed,16,23,3371,2062,16
Total Yards Allowed,16,24,3373,2030,16
Total Yards Allowed,16,25,3400,2041,16
Total Yards Allowed,16,26,3413,2043,16
Total Yards Allowed,16,27,3426,2047,16
Total Yards Allowed,16,28,3433,2042,16
Total Yards Allowed,16,29,3433,2055,16
Total Yards Allowed,16,30,3440,2033,16
Total Yards Allowed,16,31,3443,2056,16
Total Yards Allowed,16,32,3450,2069,16
Total Yards Allowed,16,33,3464,2031,16
Total Yards Allowed,16,34,3470,2044,16
Total Yards Allowed,16,35,3472,2029,16
Total Yards Allowed,16,36,3475,2058,16
Total Yards Allowed,16,37,3482,2054,16
Total Yards Allowed,16,38,3506,2028,16
Total Yards Allowed,16,39,3506,2068,16
Total Yards Allowed,16,40,3511,2040,16
Total Yards Allowed,16,41,3575,2067,16
Total Yards Allowed,16,42,3602,2027,16
Total Yards Allowed,16,43,3613,2064,16
Total Yards Allowed,16,44,3638,2049,16
Total Yards Allowed,16,45,3668,2066,16
Total Yards Allowed,16,46,3685,2021,16
Total Yards Allowed,16,47,3697,2032,16
Total Yards Allowed,16,48,3708,2061,16
Total Yards Allowed,16,49,3911,2065,16
Pass Attempts,16,0,410,2022,16
Pass Attempts,16,1,404,2042,16
Pass Attempts,16,2,400,2048,16
Pass Attempts,16,3,391,2044,16
Pass Attempts,16,4,389,2046,16
Pass Attempts,16,5,388,2041,16
Pass Attempts,16,6,388,2062,16
Pass Attempts,16,7,386,2039,16
Pass Attempts,16,8,383,2040,16
Pass Attempts,16,9,378,2045,16
Pass Attempts,16,10,372,2052,16
Pass Attempts,16,11,371,2057,16
Pass Attempts,16,12,370,2038,16
Pass Attempts,16,13,370,2055,16
Pass Attempts,16,14,364,2043,16
Pass Attempts,16,15,361,2069,16
Pass Attempts,16,16,360,2056,16
Pass Attempts,16,17,360,2059,16
Pass Attempts,16,18,360,2068,16
Pass Attempts,16,19,358,2047,16
Pass Attempts,16,20,355,2036,16
Pass Attempts,16,21,353,2049,16
Pass Attempts,16,22,353,2066,16
Pass Attempts,16,23,351,2024,16
Pass Attempts,16,24,348,2061,16
Pass Attempts,16,25,347,2053,16
Pass Attempts,16,26,346,2050,16
Pass Attempts,16,27,345,2054,16
Pass Attempts,16,28,341,2033,16
Pass Attempts,16,29,340,2023,16
Pass Attempts,16,30,340,2032,16
Pass Attempts,16,31,340,2051,16
Pass Attempts,16,32,336,2065,16
Pass Attempts,16,33,335,2031,16
Pass Attempts,16,34,334,2035,16
Pass Attempts,16,35,333,2027,16
Pass Attempts,16,36,332,2028,16
Pass Attempts,16,37,329,2037,16
Pass Attempts,16,38,329,2067,16
Pass Attempts,16,39,328,2029,16
Pass Attempts,16,40,327,2026,16
Pass Attempts,16,41,326,2058,16
Pass Attempts,16,42,326,2063,16
Pass Attempts,16,43,325,2064,16
Pass Attempts,16,44,323,2025,16
Pass Attempts,16,45,323,2060,16
Pass Attempts,16,46,321,2021,16
Pass Attempts,16,47,320,2034,16
Pass Attempts,16,48,316,2020,16
Pass Attempts,16,49,316,2030,16
Rush Attempts,16,0,325,2026,16
Rush Attempts,16,1,321,2030,16
Rush Attempts,16,2,315,2020,16
Rush Attempts,16,3,310,2029,16
Rush Attempts,16,4,302,2033,16
Rush Attempts,16,5,301,2034,16
Rush Attempts,16,6,299,2050,16
Rush Attempts,16,7,299,2058,16
Rush Attempts,16,8,297,2024,16
Rush Attempts,16,9,297,2028,16
Rush Attempts,16,10,296,2038,16
Rush Attempts,16,11,293,2036,16
Rush Attempts,16,12,293,2037,16
Rush Attempts,16,13,293,2060,16
Rush Attempts,16,14,291,2031,16
Rush Attempts,16,15,288,2053,16
Rush Attempts,16,16,288,2064,16
Rush Attempts,16,17,285,2051,16
Rush Attempts,16,18,283,2025,16
Rush Attempts,16,19,280,2054,16
Rush Attempts,16,20,278,2023,16
Rush Attempts,16,21,278,2069,16
Rush Attempts,16,22,277,2032,16
Rush Attempts,16,23,275,2027,16
Rush Attempts,16,24,275,2059,16
Rush Attempts,16,25,271,2021,16
Rush Attempts,16,26,271,2035,16
Rush Attempts,16,27,271,2046,16
Rush Attempts,16,28,271,2061,16
Rush Attempts,16,29,270,2063,16
Rush Attempts,16,30,268,2066,16
Rush Attempts,16,31,267,2048,16
Rush Attempts,16,32,264,2047,16
Rush Attempts,16,33,263,2041,16
Rush Attempts,16,34,263,2043,16
Rush Attempts,16,35,262,2055,16
Rush Attempts,16,36,260,2065,16
Rush Attempts,16,37,257,2057,16
Rush Attempts,16,38,255,2039,16
Rush Attempts,16,39,254,2062,16
Rush Attempts,16,40,253,2056,16
Rush Attempts,16,41,253,2067,16
Rush Attempts,16,42,252,2045,16
Rush Attempts,16,43,249,2044,16
Rush Attempts,16,44,246,2068,16
Rush Attempts,16,45,245,2022,16
Rush Attempts,16,46,238,2052,16
Rush Attempts,16,47,230,2040,16
Rush Attempts,16,48,228,2042,16
Rush Attempts,16,49,227,2049,16
Points Scored,17,0,276,2023,17
Points Scored,17,1,276,2053,17
Points Scored,17,2,273,2020,17
Points Scored,17,3,249,2024,17
Points Scored,17,4,241,2056,17
Points Scored,17,5,237,2054,17
Points Scored,17,6,236,2025,17
Points Scored,17,7,233,2021,17
Points Scored,17,8,233,2035,17
Points Scored,17,9,232,2049,17
Points Scored,17,10,232,2057,17
Points Scored,17,11,231,2065,17
Points Scored,17,12,229,2046,17
Points Scored,17,13,222,2058,17
Points Scored,17,14,222,2066,17
Points Scored,17,15,219,2051,17
Points Scored,17,16,216,2068,17
Points Scored,17,17,215,2060,17
Points Scored,17,18,213,2037,17
Points Scored,17,19,213,2062,17
Points Scored,17,20,212,2039,17
Points Scored,17,21,210,2033,17
Points Scored,17,22,210,2055,17
Points Scored,17,23,209,2038,17
Points Scored,17,24,205,2022,17
Points Scored,17,25,205,2063,17
Points Scored,17,26,203,2064,17
Points Scored,17,27,201,2028,17
Points Scored,17,28,200,2067,17
Points Scored,17,29,197,2045,17
Points Scored,17,30,197,2047,17
Points Scored,17,31,196,2026,17
Points Scored,17,32,196,2041,17
Points Scored,17,33,196,2048,17
Points Scored,17,34,196,2069,17
Points Scored,17,35,195,2036,17
Points Scored,17,36,195,2040,17
Points Scored,17,37,191,2027,17
Points Scored,17,38,190,2044,17
Points Scored,17,39,188,2034,17
Points Scored,17,40,186,2042,17
Points Scored,17,41,186,2061,17
Points Scored,17,42,181,2032,17
Points Scored,17,43,180,2029,17
Points Scored,17,44,175,2050,17
Points Scored,17,45,171,2031,17
Points Scored,17,46,159,2043,17
Points Scored,17,47,155,2052,17
Points Scored,17,48,142,2030,17
Points Scored,17,49,139,2059,17
Points Allowed,17,0,134,2053,17
Points Allowed,17,1,144,2062,17
Points Allowed,17,2,161,2031,17
Points Allowed,17,3,164,2055,17
Points Allowed,17,4,170,2036,17
Points Allowed,17,5,176,2040,17
Points Allowed,17,6,181,2039,17
Points Allowed,17,7,181,2064,17
Points Allowed,17,8,182,2067,17
Points Allowed,17,9,183,2045,17
Points Allowed,17,10,187,2056,17
Points Allowed,17,11,193,2043,17
Points Allowed,17,12,194,2033,17
Points Allowed,17,13,195,2020,17
Points Allowed,17,14,195,2049,17
Points Allowed,17,15,195,2065,17
Points Allowed,17,16,196,2038,17
Points Allowed,17,17,196,2059,17
Points Allowed,17,18,200,2042,17
Points Allowed,17,19,200,2057,17
Points Allowed,17,20,201,2024,17
Points Allowed,17,21,204,2041,17
Points Allowed,17,22,206,2027,17
Points Allowed,17,23,206,2028,17
Points Allowed,17,24,206,2030,17
Points Allowed,17,25,207,2037,17
Points Allowed,17,26,208,2029,17
Points Allowed,17,27,211,2025,17
Points Allowed,17,28,211,2061,17
Points Allowed,17,29,216,2034,17
Points Allowed,17,30,216,2046,17
Points Allowed,17,31,218,2021,17
Points Allowed,17,32,219,2052,17
Points Allowed,17,33,220,2032,17
Points Allowed,17,34,222,2035,17
Points Allowed,17,35,223,2026,17
Points Allowed,17,36,227,2058,17
Points Allowed,17,37,227,2069,17
Points Allowed,17,38,231,2050,17
Points Allowed,17,39,232,2023,17
Points Allowed,17,40,233,2054,17
Points Allowed,17,41,235,2060,17
Points Allowed,17,42,239,2022,17
Points Allowed,17,43,241,2048,17
Points Allowed,17,44,246,2047,17
Points Allowed,17,45,247,2068,17
Points Allowed,17,46,253,2044,17
Points Allowed,17,47,265,2063,17
Points Allowed,17,48,273,2066,17
Points Allowed,17,49,275,2051,17
Passing Yards,17,0,2797,2046,17
Passing Yards,17,1,2781,2051,17
Passing Yards,17,2,2736,2024,17
Passing Yards,17,3,2703,2023,17
Passing Yards,17,4,2641,2058,17
Passing Yards,17,5,2573,2061,17
Passing Yards,17,6,2571,2041,17
Passing Yards,17,7,2566,2034,17
Passing Yards,17,8,2566,2057,17
Passing Yards,17,9,2564,2043,17
Passing Yards,17,10,2553,2049,17
Passing Yards,17,11,2532,2040,17
Passing Yards,17,12,2521,2025,17
Passing Yards,17,13,2505,2022,17
Passing Yards,17,14,2496,2039,17
Passing Yards,17,15,2488,2065,17
Passing Yards,17,16,2460,2037,17
Passing Yards,17,17,2460,2044,17
Passing Yards,17,18,2446,2048,17
Passing Yards,17,19,2414,2042,17
Passing Yards,17,20,2410,2038,17
Passing Yards,17,21,2391,2066,17
Passing Yards,17,22,2383,2069,17
Passing Yards,17,23,2320,2021,17
Passing Yards,17,24,2305,2056,17
Passing Yards,17,25,2284,2059,17
Passing Yards,17,26,2280,2045,17
Passing Yards,17,27,2256,2067,17
Passing Yards,17,28,2251,2035,17
Passing Yards,17,29,2250,2060,17
Passing Yards,17,30,2237,2026,17
Passing Yards,17,31,2228,2063,17
Passing Yards,17,32,2219,2033,17
Passing Yards,17,33,2187,2020,17
Passing Yards,17,34,2184,2047,17
Passing Yards,17,35,2162,2054,17
Passing Yards,17,36,2159,2050,17
Passing Yards,17,37,2158,2036,17
Passing Yards,17,38,2153,2055,17
Passing Yards,17,39,2147,2064,17
Passing Yards,17,40,2141,2027,17
Passing Yards,17,41,2122,2028,17
Passing Yards,17,42,2095,2053,17
Passing Yards,17,43,2063,2031,17
Passing Yards,17,44,2055,2030,17
Passing Yards,17,45,2007,2052,17
Passing Yards,17,46,1973,2068,17
Passing Yards,17,47,1955,2062,17
Passing Yards,17,48,1905,2032,17
Passing Yards,17,49,1806,2029,17
Passing Yards Allowed,17,0,1972,2045,17
Passing Yards Allowed,17,1,2021,2040,17
Passing Yards Allowed,17,2,2041,2065,17
Passing Yards Allowed,17,3,2081,2028,17
Passing Yards Allowed,17,4,2083,2029,17
Passing Yards Allowed,17,5,2111,2031,17
Passing Yards Allowed,17,6,2121,2053,17
Passing Yards Allowed,17,7,2127,2062,17
Passing Yards Allowed,17,8,2132,2039,17
Passing Yards Allowed,17,9,2136,2057,17
Passing Yards Allowed,17,10,2136,2067,17
Passing Yards Allowed,17,11,2138,2049,17
Passing Yards Allowed,17,12,2143,2052,17
Passing Yards Allowed,17,13,2162,2063,17
Passing Yards Allowed,17,14,2200,2036,17
Passing Yards Allowed,17,15,2203,2027,17
Passing Yards Allowed,17,16,2212,2061,17
Passing Yards Allowed,17,17,2231,2058,17
Passing Yards Allowed,17,18,2236,2024,17
Passing Yards Allowed,17,19,2239,2030,17
Passing Yards Allowed,17,20,2252,2056,17
Passing Yards Allowed,17,21,2261,2043,17
Passing Yards Allowed,17,22,2266,2059,17
Passing Yards Allowed,17,23,2278,2025,17
Passing Yards Allowed,17,24,2295,2051,17
Passing Yards Allowed,17,25,2306,2033,17
Passing Yards Allowed,17,26,2320,2055,17
Passing Yards Allowed,17,27,2336,2034,17
Passing Yards Allowed,17,28,2336,2037,17
Passing Yards Allowed,17,29,2381,2050,17
Passing Yards Allowed,17,30,2384,2042,17
Passing Yards Allowed,17,31,2391,2068,17
Passing Yards Allowed,17,32,2402,2032,17
Passing Yards Allowed,17,33,2411,2021,17
Passing Yards Allowed,17,34,2423,2038,17
Passing Yards Allowed,17,35,2453,2046,17
Passing Yards Allowed,17,36,2454,2035,17
Passing Yards Allowed,17,37,2474,2054,17
Passing Yards Allowed,17,38,2475,2041,17
Passing Yards Allowed,17,39,2500,2047,17
Passing Yards Allowed,17,40,2513,2048,17
Passing Yards Allowed,17,41,2521,2060,17
Passing Yards Allowed,17,42,2526,2064,17
Passing Yards Allowed,17,43,2536,2020,17
Passing Yards Allowed,17,44,2538,2022,17
Passing Yards Allowed,17,45,2573,2026,17
Passing Yards Allowed,17,46,2587,2066,17
Passing Yards Allowed,17,47,2602,2023,17
Passing Yards Allowed,17,48,2606,2069,17
Passing Yards Allowed,17,49,2615,2044,17
Rushing Yards,17,0,1525,2028,17
Rushing Yards,17,1,1470,2021,17
Rushing Yards,17,2,1440,2027,17
Rushing Yards,17,3,1416,2053,17
Rushing Yards,17,4,1397,2068,17
Rushing Yards,17,5,1356,2056,17
Rushing Yards,17,6,1351,2020,17
Rushing Yards,17,7,1327,2030,17
Rushing Yards,17,8,1311,2029,17
Rushing Yards,17,9,1272,2064,17
Rushing Yards,17,10,1267,2055,17
Rushing Yards,17,11,1266,2039,17
Rushing Yards,17,12,1257,2067,17
Rushing Yards,17,13,1256,2057,17
Rushing Yards,17,14,1255,2033,17
Rushing Yards,17,15,1253,2050,17
