Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Rushing Yards Allowed,15,5,54,2030,15,25
Rushing Yards Allowed,15,6,54,2038,15,18
Rushing Yards Allowed,15,7,66,2067,15,24
Rushing Yards Allowed,15,8,69,2027,15,7
Rushing Yards Allowed,15,9,77,2031,15,9
Rushing Yards Allowed,15,10,81,2028,15,25
Rushing Yards Allowed,15,11,82,2044,15,25
Rushing Yards Allowed,15,12,83,2038,15,22
Rushing Yards Allowed,15,13,83,2049,15,17
Rushing Yards Allowed,15,14,89,2067,15,18
Rushing Yards Allowed,15,15,91,2029,15,21
Rushing Yards Allowed,15,16,91,2067,15,10
Rushing Yards Allowed,15,17,93,2021,15,1
Rushing Yards Allowed,15,18,95,2058,15,4
Rushing Yards Allowed,15,19,98,2043,15,0
Rushing Yards Allowed,15,20,105,2022,15,0
Rushing Yards Allowed,15,21,105,2034,15,10
Rushing Yards Allowed,15,22,106,2030,15,26
Rushing Yards Allowed,15,23,111,2064,15,21
Rushing Yards Allowed,15,24,113,2043,15,2
Rushing Yards Allowed,15,25,115,2058,15,21
Rushing Yards Allowed,15,26,116,2047,15,25
Rushing Yards Allowed,15,27,119,2044,15,0
Rushing Yards Allowed,15,28,124,2029,15,27
Rushing Yards Allowed,15,29,125,2028,15,4
Rushing Yards Allowed,15,30,130,2028,15,11
Rushing Yards Allowed,15,31,131,2034,15,29
Rushing Yards Allowed,15,32,132,2022,15,7
Rushing Yards Allowed,15,33,132,2029,15,10
Rushing Yards Allowed,15,34,133,2059,15,4
Rushing Yards Allowed,15,35,134,2028,15,26
Rushing Yards Allowed,15,36,135,2030,15,11
Rushing Yards Allowed,15,37,135,2067,15,6
Rushing Yards Allowed,15,38,136,2038,15,24
Rushing Yards Allowed,15,39,138,2050,15,7
Rushing Yards Allowed,15,40,154,2029,15,19
Rushing Yards Allowed,15,41,157,2043,15,4
Rushing Yards Allowed,15,42,165,2027,15,25
Rushing Yards Allowed,15,43,235,2033,15,1
Total Yards,15,0,527,2029,15,27
Total Yards,15,1,506,2058,15,21
Total Yards,15,2,487,2038,15,18
Total Yards,15,3,453,2059,15,1
Total Yards,15,4,449,2028,15,25
Total Yards,15,5,446,2067,15,24
Total Yards,15,6,426,2049,15,17
Total Yards,15,7,415,2021,15,1
Total Yards,15,8,405,2040,15,0
Total Yards,15,9,390,2028,15,4
Total Yards,15,10,388,2038,15,22
Total Yards,15,11,387,2047,15,25
Total Yards,15,12,386,2065,15,17
Total Yards,15,13,378,2022,15,7
Total Yards,15,14,365,2064,15,21
Total Yards,15,15,358,2067,15,18
Total Yards,15,16,354,2067,15,10
Total Yards,15,17,350,2028,15,26
Total Yards,15,18,346,2038,15,24
Total Yards,15,19,337,2027,15,7
Total Yards,15,20,332,2029,15,19
Total Yards,15,21,331,2034,15,10
Total Yards,15,22,331,2043,15,2
Total Yards,15,23,331,2044,15,25
Total Yards,15,24,329,2033,15,1
Total Yards,15,25,328,2067,15,6
Total Yards,15,26,324,2050,15,7
Total Yards,15,27,317,2030,15,25
Total Yards,15,28,317,2034,15,29
Total Yards,15,29,310,2051,15,29
Total Yards,15,30,293,2030,15,26
Total Yards,15,31,292,2030,15,11
Total Yards,15,32,290,2021,15,4
Total Yards,15,33,289,2043,15,4
Total Yards,15,34,283,2044,15,0
Total Yards,15,35,277,2027,15,25
Total Yards,15,36,268,2022,15,0
Total Yards,15,37,260,2058,15,4
Total Yards,15,38,257,2029,15,10
Total Yards,15,39,247,2043,15,0
Total Yards,15,40,243,2029,15,21
Total Yards,15,41,241,2031,15,9
Total Yards,15,42,227,2059,15,4
Total Yards,15,43,221,2028,15,11
Total Yards Allowed,15,0,131,2059,15,1
Total Yards Allowed,15,1,158,2038,15,22
Total Yards Allowed,15,2,161,2030,15,25
Total Yards Allowed,15,3,180,2027,15,7
Total Yards Allowed,15,4,194,2038,15,18
Total Yards Allowed,15,5,241,2065,15,17
Total Yards Allowed,15,6,245,2058,15,4
Total Yards Allowed,15,7,252,2038,15,24
Total Yards Allowed,15,8,254,2028,15,25
Total Yards Allowed,15,9,263,2044,15,25
Total Yards Allowed,15,10,274,2067,15,18
Total Yards Allowed,15,11,276,2030,15,11
Total Yards Allowed,15,12,276,2059,15,4
Total Yards Allowed,15,13,281,2029,15,21
Total Yards Allowed,15,14,294,2058,15,21
Total Yards Allowed,15,15,295,2034,15,10
Total Yards Allowed,15,16,297,2067,15,10
Total Yards Allowed,15,17,299,2029,15,27
Total Yards Allowed,15,18,316,2051,15,29
Total Yards Allowed,15,19,317,2031,15,9
Total Yards Allowed,15,20,317,2040,15,0
Total Yards Allowed,15,21,321,2030,15,26
Total Yards Allowed,15,22,336,2021,15,4
Total Yards Allowed,15,23,339,2029,15,19
Total Yards Allowed,15,24,343,2029,15,10
Total Yards Allowed,15,25,353,2043,15,2
Total Yards Allowed,15,26,361,2033,15,1
Total Yards Allowed,15,27,364,2028,15,4
Total Yards Allowed,15,28,366,2049,15,17
Total Yards Allowed,15,29,378,2027,15,25
Total Yards Allowed,15,30,381,2034,15,29
Total Yards Allowed,15,31,382,2022,15,0
Total Yards Allowed,15,32,390,2043,15,0
Total Yards Allowed,15,33,396,2047,15,25
Total Yards Allowed,15,34,396,2064,15,21
Total Yards Allowed,15,35,402,2067,15,6
Total Yards Allowed,15,36,404,2050,15,7
Total Yards Allowed,15,37,410,2043,15,4
Total Yards Allowed,15,38,418,2028,15,26
Total Yards Allowed,15,39,432,2021,15,1
Total Yards Allowed,15,40,433,2028,15,11
Total Yards Allowed,15,41,435,2022,15,7
Total Yards Allowed,15,42,435,2067,15,24
Total Yards Allowed,15,43,447,2044,15,0
Pass Attempts,15,0,54,2043,15,2
Pass Attempts,15,1,53,2038,15,18
Pass Attempts,15,2,52,2040,15,0
Pass Attempts,15,3,48,2034,15,29
Pass Attempts,15,4,47,2029,15,27
Pass Attempts,15,5,46,2047,15,25
Pass Attempts,15,6,45,2038,15,22
Pass Attempts,15,7,45,2065,15,17
Pass Attempts,15,8,43,2033,15,1
Pass Attempts,15,9,42,2028,15,25
Pass Attempts,15,10,42,2059,15,4
Pass Attempts,15,11,41,2044,15,0
Pass Attempts,15,12,40,2038,15,24
Pass Attempts,15,13,39,2050,15,7
Pass Attempts,15,14,39,2051,15,29
Pass Attempts,15,15,39,2067,15,24
Pass Attempts,15,16,38,2029,15,19
Pass Attempts,15,17,38,2030,15,26
Pass Attempts,15,18,38,2049,15,17
Pass Attempts,15,19,37,2022,15,7
Pass Attempts,15,20,37,2031,15,9
Pass Attempts,15,21,37,2067,15,6
Pass Attempts,15,22,36,2027,15,25
Pass Attempts,15,23,36,2034,15,10
Pass Attempts,15,24,36,2043,15,4
Pass Attempts,15,25,36,2058,15,4
Pass Attempts,15,26,35,2058,15,21
Pass Attempts,15,27,34,2029,15,10
Pass Attempts,15,28,33,2021,15,1
Pass Attempts,15,29,33,2027,15,7
Pass Attempts,15,30,33,2028,15,4
Pass Attempts,15,31,32,2030,15,25
Pass Attempts,15,32,30,2028,15,11
Pass Attempts,15,33,30,2044,15,25
Pass Attempts,15,34,29,2028,15,26
Pass Attempts,15,35,29,2059,15,1
Pass Attempts,15,36,28,2030,15,11
Pass Attempts,15,37,28,2067,15,10
Pass Attempts,15,38,27,2029,15,21
Pass Attempts,15,39,27,2064,15,21
Pass Attempts,15,40,26,2022,15,0
Pass Attempts,15,41,26,2043,15,0
Pass Attempts,15,42,24,2067,15,18
Pass Attempts,15,43,23,2021,15,4
Rush Attempts,15,0,42,2059,15,1
Rush Attempts,15,1,40,2065,15,17
Rush Attempts,15,2,39,2067,15,6
Rush Attempts,15,3,38,2064,15,21
Rush Attempts,15,4,38,2067,15,18
Rush Attempts,15,5,37,2038,15,24
Rush Attempts,15,6,36,2043,15,0
Rush Attempts,15,7,36,2067,15,10
Rush Attempts,15,8,34,2028,15,4
Rush Attempts,15,9,34,2030,15,25
Rush Attempts,15,10,33,2050,15,7
Rush Attempts,15,11,32,2030,15,11
Rush Attempts,15,12,31,2022,15,0
Rush Attempts,15,13,31,2027,15,7
Rush Attempts,15,14,31,2028,15,26
Rush Attempts,15,15,31,2028,15,25
Rush Attempts,15,16,31,2034,15,10
Rush Attempts,15,17,31,2058,15,21
Rush Attempts,15,18,31,2067,15,24
Rush Attempts,15,19,30,2021,15,1
Rush Attempts,15,20,29,2038,15,22
Rush Attempts,15,21,29,2043,15,4
Rush Attempts,15,22,29,2044,15,25
Rush Attempts,15,23,28,2058,15,4
Rush Attempts,15,24,27,2029,15,21
Rush Attempts,15,25,26,2030,15,26
Rush Attempts,15,26,25,2038,15,18
Rush Attempts,15,27,24,2021,15,4
Rush Attempts,15,28,24,2029,15,10
Rush Attempts,15,29,23,2029,15,27
Rush Attempts,15,30,23,2029,15,19
Rush Attempts,15,31,23,2040,15,0
Rush Attempts,15,32,22,2022,15,7
Rush Attempts,15,33,22,2028,15,11
Rush Attempts,15,34,21,2027,15,25
Rush Attempts,15,35,21,2047,15,25
Rush Attempts,15,36,21,2049,15,17
Rush Attempts,15,37,21,2051,15,29
Rush Attempts,15,38,20,2034,15,29
Rush Attempts,15,39,19,2033,15,1
Rush Attempts,15,40,17,2031,15,9
Rush Attempts,15,41,17,2043,15,2
Rush Attempts,15,42,17,2044,15,0
Rush Attempts,15,43,16,2059,15,4
Points Scored,16,0,44,2020,16,23
Points Scored,16,1,40,2037,16,9
Points Scored,16,2,37,2048,16,3
Points Scored,16,3,31,2054,16,20
Points Scored,16,4,30,2037,16,31
Points Scored,16,5,30,2044,16,20
Points Scored,16,6,27,2054,16,22
Points Scored,16,7,24,2026,16,6
Points Scored,16,8,24,2054,16,27
Points Scored,16,9,23,2020,16,22
Points Scored,16,10,23,2030,16,14
Points Scored,16,11,20,2030,16,11
Points Scored,16,12,20,2036,16,28
Points Scored,16,13,20,2037,16,20
Points Scored,16,14,20,2038,16,22
Points Scored,16,15,17,2038,16,19
Points Scored,16,16,17,2054,16,8
Points Scored,16,17,16,2044,16,19
Points Scored,16,18,15,2034,16,11
Points Scored,16,19,13,2044,16,2
Points Scored,16,20,13,2046,16,20
Points Scored,16,21,10,2025,16,2
Points Scored,16,22,10,2027,16,3
Points Scored,16,23,10,2036,16,13
Points Scored,16,24,9,2020,16,24
Points Scored,16,25,9,2026,16,14
Points Scored,16,26,9,2029,16,19
Points Scored,16,27,7,2023,16,2
Points Scored,16,28,7,2048,16,12
Points Allowed,16,0,3,2037,16,9
Points Allowed,16,1,3,2044,16,20
Points Allowed,16,2,10,2037,16,20
Points Allowed,16,3,12,2044,16,19
Points Allowed,16,4,13,2026,16,14
Points Allowed,16,5,13,2036,16,13
Points Allowed,16,6,13,2038,16,19
Points Allowed,16,7,16,2020,16,22
Points Allowed,16,8,16,2027,16,3
Points Allowed,16,9,16,2030,16,14
Points Allowed,16,10,16,2046,16,20
Points Allowed,16,11,16,2054,16,8
Points Allowed,16,12,17,2026,16,6
Points Allowed,16,13,19,2036,16,28
Points Allowed,16,14,20,2048,16,3
Points Allowed,16,15,20,2054,16,20
Points Allowed,16,16,24,2054,16,22
Points Allowed,16,17,26,2030,16,11
Points Allowed,16,18,27,2020,16,23
Points Allowed,16,19,27,2023,16,2
Points Allowed,16,20,27,2037,16,31
Points Allowed,16,21,27,2044,16,2
Points Allowed,16,22,27,2048,16,12
Points Allowed,16,23,30,2020,16,24
Points Allowed,16,24,30,2034,16,11
Points Allowed,16,25,32,2038,16,22
Points Allowed,16,26,35,2025,16,2
Points Allowed,16,27,35,2029,16,19
Points Allowed,16,28,41,2054,16,27
Passing Yards,16,0,272,2044,16,20
Passing Yards,16,1,271,2038,16,22
Passing Yards,16,2,267,2037,16,9
Passing Yards,16,3,263,2036,16,28
Passing Yards,16,4,258,2037,16,31
Passing Yards,16,5,258,2054,16,27
Passing Yards,16,6,252,2044,16,2
Passing Yards,16,7,251,2054,16,22
Passing Yards,16,8,250,2054,16,20
Passing Yards,16,9,241,2020,16,24
Passing Yards,16,10,229,2030,16,14
Passing Yards,16,11,219,2054,16,8
Passing Yards,16,12,217,2038,16,19
Passing Yards,16,13,212,2025,16,2
Passing Yards,16,14,211,2044,16,19
Passing Yards,16,15,193,2020,16,23
Passing Yards,16,16,186,2037,16,20
Passing Yards,16,17,184,2046,16,20
Passing Yards,16,18,177,2023,16,2
Passing Yards,16,19,173,2048,16,12
Passing Yards,16,20,170,2048,16,3
Passing Yards,16,21,161,2036,16,13
Passing Yards,16,22,160,2020,16,22
Passing Yards,16,23,151,2026,16,6
Passing Yards,16,24,142,2030,16,11
Passing Yards,16,25,129,2029,16,19
Passing Yards,16,26,128,2027,16,3
Passing Yards,16,27,123,2034,16,11
Passing Yards,16,28,121,2026,16,14
Passing Yards Allowed,16,0,122,2044,16,20
Passing Yards Allowed,16,1,144,2037,16,9
Passing Yards Allowed,16,2,147,2029,16,19
Passing Yards Allowed,16,3,149,2048,16,3
Passing Yards Allowed,16,4,164,2038,16,22
Passing Yards Allowed,16,5,165,2020,16,24
Passing Yards Allowed,16,6,165,2036,16,13
Passing Yards Allowed,16,7,167,2048,16,12
Passing Yards Allowed,16,8,175,2054,16,20
Passing Yards Allowed,16,9,178,2044,16,2
Passing Yards Allowed,16,10,182,2030,16,11
Passing Yards Allowed,16,11,184,2026,16,14
Passing Yards Allowed,16,12,192,2054,16,8
Passing Yards Allowed,16,13,206,2027,16,3
Passing Yards Allowed,16,14,209,2038,16,19
Passing Yards Allowed,16,15,215,2037,16,31
Passing Yards Allowed,16,16,225,2023,16,2
Passing Yards Allowed,16,17,227,2030,16,14
Passing Yards Allowed,16,18,227,2036,16,28
Passing Yards Allowed,16,19,237,2037,16,20
Passing Yards Allowed,16,20,248,2046,16,20
Passing Yards Allowed,16,21,258,2054,16,27
Passing Yards Allowed,16,22,261,2044,16,19
Passing Yards Allowed,16,23,279,2034,16,11
Passing Yards Allowed,16,24,292,2020,16,23
Passing Yards Allowed,16,25,309,2020,16,22
Passing Yards Allowed,16,26,355,2026,16,6
Passing Yards Allowed,16,27,358,2025,16,2
Passing Yards Allowed,16,28,476,2054,16,22
Rushing Yards,16,0,245,2054,16,27
Rushing Yards,16,1,220,2020,16,23
Rushing Yards,16,2,201,2037,16,20
Rushing Yards,16,3,189,2029,16,19
Rushing Yards,16,4,187,2054,16,22
Rushing Yards,16,5,175,2037,16,31
Rushing Yards,16,6,160,2034,16,11
Rushing Yards,16,7,159,2044,16,20
Rushing Yards,16,8,158,2026,16,6
Rushing Yards,16,9,149,2054,16,20
Rushing Yards,16,10,148,2030,16,11
Rushing Yards,16,11,144,2048,16,3
Rushing Yards,16,12,139,2046,16,20
Rushing Yards,16,13,132,2038,16,22
Rushing Yards,16,14,126,2036,16,28
Rushing Yards,16,15,120,2044,16,2
Rushing Yards,16,16,118,2054,16,8
Rushing Yards,16,17,108,2030,16,14
Rushing Yards,16,18,102,2025,16,2
Rushing Yards,16,19,98,2037,16,9
Rushing Yards,16,20,94,2026,16,14
Rushing Yards,16,21,92,2038,16,19
Rushing Yards,16,22,89,2020,16,24
Rushing Yards,16,23,88,2036,16,13
Rushing Yards,16,24,86,2020,16,22
Rushing Yards,16,25,82,2044,16,19
Rushing Yards,16,26,78,2048,16,12
Rushing Yards,16,27,77,2027,16,3
Rushing Yards,16,28,72,2023,16,2
Rushing Yards Allowed,16,0,41,2038,16,19
Rushing Yards Allowed,16,1,44,2020,16,22
Rushing Yards Allowed,16,2,82,2044,16,19
Rushing Yards Allowed,16,3,87,2044,16,2
Rushing Yards Allowed,16,4,89,2037,16,20
Rushing Yards Allowed,16,5,91,2038,16,22
Rushing Yards Allowed,16,6,92,2026,16,6
Rushing Yards Allowed,16,7,101,2025,16,2
Rushing Yards Allowed,16,8,112,2036,16,28
Rushing Yards Allowed,16,9,113,2044,16,20
Rushing Yards Allowed,16,10,117,2020,16,23
Rushing Yards Allowed,16,11,118,2037,16,9
Rushing Yards Allowed,16,12,120,2030,16,14
Rushing Yards Allowed,16,13,124,2054,16,22
Rushing Yards Allowed,16,14,128,2026,16,14
Rushing Yards Allowed,16,15,133,2030,16,11
Rushing Yards Allowed,16,16,139,2020,16,24
Rushing Yards Allowed,16,17,146,2027,16,3
Rushing Yards Allowed,16,18,149,2046,16,20
Rushing Yards Allowed,16,19,150,2054,16,8
Rushing Yards Allowed,16,20,162,2023,16,2
Rushing Yards Allowed,16,21,164,2037,16,31
Rushing Yards Allowed,16,22,170,2054,16,27
Rushing Yards Allowed,16,23,173,2036,16,13
Rushing Yards Allowed,16,24,181,2034,16,11
Rushing Yards Allowed,16,25,191,2029,16,19
Rushing Yards Allowed,16,26,201,2048,16,3
Rushing Yards Allowed,16,27,205,2054,16,20
Rushing Yards Allowed,16,28,244,2048,16,12
Total Yards,16,0,475,2054,16,27
Total Yards,16,1,433,2037,16,31
Total Yards,16,2,431,2044,16,20
Total Yards,16,3,427,2054,16,22
Total Yards,16,4,409,2020,16,23
Total Yards,16,5,390,2038,16,22
Total Yards,16,6,385,2036,16,28
Total Yards,16,7,381,2037,16,20
Total Yards,16,8,377,2054,16,20
Total Yards,16,9,361,2037,16,9
Total Yards,16,10,361,2044,16,2
Total Yards,16,11,337,2030,16,14
Total Yards,16,12,323,2054,16,8
Total Yards,16,13,318,2029,16,19
Total Yards,16,14,314,2025,16,2
Total Yards,16,15,314,2046,16,20
Total Yards,16,16,309,2026,16,6
Total Yards,16,17,304,2038,16,19
Total Yards,16,18,301,2020,16,24
Total Yards,16,19,293,2044,16,19
Total Yards,16,20,288,2030,16,11
Total Yards,16,21,285,2048,16,3
Total Yards,16,22,283,2034,16,11
Total Yards,16,23,247,2048,16,12
Total Yards,16,24,240,2036,16,13
Total Yards,16,25,235,2020,16,22
Total Yards,16,26,223,2023,16,2
Total Yards,16,27,215,2026,16,14
Total Yards,16,28,173,2027,16,3
Total Yards Allowed,16,0,222,2044,16,20
Total Yards Allowed,16,1,232,2037,16,9
Total Yards Allowed,16,2,237,2038,16,19
Total Yards Allowed,16,3,252,2038,16,22
Total Yards Allowed,16,4,265,2044,16,2
Total Yards Allowed,16,5,288,2026,16,14
Total Yards Allowed,16,6,304,2020,16,24
Total Yards Allowed,16,7,309,2030,16,11
Total Yards Allowed,16,8,323,2036,16,28
Total Yards Allowed,16,9,323,2036,16,13
Total Yards Allowed,16,10,326,2037,16,20
Total Yards Allowed,16,11,332,2029,16,19
Total Yards Allowed,16,12,339,2054,16,8
Total Yards Allowed,16,13,342,2030,16,14
Total Yards Allowed,16,14,343,2044,16,19
Total Yards Allowed,16,15,344,2048,16,3
Total Yards Allowed,16,16,345,2020,16,22
Total Yards Allowed,16,17,352,2027,16,3
Total Yards Allowed,16,18,363,2037,16,31
Total Yards Allowed,16,19,375,2020,16,23
Total Yards Allowed,16,20,380,2054,16,20
Total Yards Allowed,16,21,387,2023,16,2
Total Yards Allowed,16,22,387,2046,16,20
Total Yards Allowed,16,23,392,2048,16,12
Total Yards Allowed,16,24,416,2054,16,27
Total Yards Allowed,16,25,417,2026,16,6
Total Yards Allowed,16,26,454,2034,16,11
Total Yards Allowed,16,27,457,2025,16,2
Total Yards Allowed,16,28,586,2054,16,22
Pass Attempts,16,0,51,2044,16,2
Pass Attempts,16,1,48,2038,16,22
Pass Attempts,16,2,44,2048,16,12
Pass Attempts,16,3,42,2030,16,14
Pass Attempts,16,4,42,2037,16,31
Pass Attempts,16,5,42,2054,16,22
Pass Attempts,16,6,38,2034,16,11
Pass Attempts,16,7,37,2044,16,19
Pass Attempts,16,8,35,2025,16,2
Pass Attempts,16,9,35,2036,16,28
Pass Attempts,16,10,35,2044,16,20
Pass Attempts,16,11,35,2046,16,20
Pass Attempts,16,12,34,2026,16,14
Pass Attempts,16,13,34,2054,16,27
Pass Attempts,16,14,33,2038,16,19
Pass Attempts,16,15,32,2020,16,24
Pass Attempts,16,16,31,2023,16,2
Pass Attempts,16,17,30,2054,16,8
Pass Attempts,16,18,29,2037,16,20
Pass Attempts,16,19,29,2037,16,9
Pass Attempts,16,20,28,2029,16,19
Pass Attempts,16,21,28,2036,16,13
Pass Attempts,16,22,26,2020,16,23
Pass Attempts,16,23,26,2026,16,6
Pass Attempts,16,24,26,2027,16,3
Pass Attempts,16,25,26,2030,16,11
Pass Attempts,16,26,26,2048,16,3
Pass Attempts,16,27,26,2054,16,20
Pass Attempts,16,28,23,2020,16,22
Rush Attempts,16,0,37,2037,16,20
Rush Attempts,16,1,36,2029,16,19
Rush Attempts,16,2,33,2020,16,23
Rush Attempts,16,3,33,2026,16,6
Rush Attempts,16,4,33,2044,16,20
Rush Attempts,16,5,32,2036,16,28
Rush Attempts,16,6,31,2020,16,22
Rush Attempts,16,7,31,2037,16,9
Rush Attempts,16,8,30,2038,16,22
Rush Attempts,16,9,28,2034,16,11
Rush Attempts,16,10,28,2046,16,20
Rush Attempts,16,11,28,2054,16,22
Rush Attempts,16,12,27,2020,16,24
Rush Attempts,16,13,27,2030,16,11
Rush Attempts,16,14,27,2038,16,19
Rush Attempts,16,15,26,2025,16,2
Rush Attempts,16,16,26,2048,16,3
Rush Attempts,16,17,26,2054,16,8
Rush Attempts,16,18,26,2054,16,20
Rush Attempts,16,19,25,2030,16,14
Rush Attempts,16,20,25,2037,16,31
Rush Attempts,16,21,25,2044,16,19
Rush Attempts,16,22,25,2054,16,27
Rush Attempts,16,23,24,2026,16,14
Rush Attempts,16,24,24,2036,16,13
Rush Attempts,16,25,19,2044,16,2
Rush Attempts,16,26,18,2023,16,2
Rush Attempts,16,27,18,2027,16,3
Rush Attempts,16,28,18,2048,16,12
Points Scored,17,0,50,2024,17,18
Points Scored,17,1,38,2049,17,18
Points Scored,17,2,30,2033,17,20
Points Scored,17,3,30,2049,17,15
Points Scored,17,4,27,2033,17,18
Points Scored,17,5,27,2045,17,27
Points Scored,17,6,27,2062,17,1
Points Scored,17,7,27,2064,17,1
Points Scored,17,8,24,2033,17,26
Points Scored,17,9,24,2036,17,18
Points Scored,17,10,23,2024,17,7
Points Scored,17,11,23,2033,17,24
Points Scored,17,12,23,2049,17,24
Points Scored,17,13,21,2065,17,15
Points Scored,17,14,20,2045,17,21
Points Scored,17,15,17,2039,17,10
Points Scored,17,16,17,2064,17,0
Points Scored,17,17,14,2065,17,18
Points Scored,17,18,13,2036,17,4
Points Scored,17,19,13,2045,17,19
Points Scored,17,20,13,2049,17,31
Points Scored,17,21,13,2055,17,24
Points Scored,17,22,13,2056,17,27
Points Scored,17,23,10,2053,17,27
Points Scored,17,24,9,2045,17,24
Points Scored,17,25,9,2057,17,29
Points Scored,17,26,6,2020,17,7
Points Allowed,17,0,7,2045,17,24
Points Allowed,17,1,7,2064,17,1
Points Allowed,17,2,10,2049,17,18
Points Allowed,17,3,10,2065,17,15
Points Allowed,17,4,16,2033,17,26
Points Allowed,17,5,17,2033,17,24
Points Allowed,17,6,17,2049,17,24
Points Allowed,17,7,19,2045,17,21
Points Allowed,17,8,19,2049,17,31
Points Allowed,17,9,20,2045,17,19
Points Allowed,17,10,20,2049,17,15
Points Allowed,17,11,20,2056,17,27
Points Allowed,17,12,21,2036,17,18
Points Allowed,17,13,24,2024,17,18
Points Allowed,17,14,24,2033,17,18
Points Allowed,17,15,24,2033,17,20
Points Allowed,17,16,24,2045,17,27
Points Allowed,17,17,27,2036,17,4
Points Allowed,17,18,27,2039,17,10
Points Allowed,17,19,27,2057,17,29
Points Allowed,17,20,27,2064,17,0
Points Allowed,17,21,28,2053,17,27
Points Allowed,17,22,31,2024,17,7
Points Allowed,17,23,31,2055,17,24
Points Allowed,17,24,34,2020,17,7
Points Allowed,17,25,36,2062,17,1
Points Allowed,17,26,40,2065,17,18
Points Allowed,17,27,43,2060,17,1
Passing Yards,17,0,362,2024,17,7
Passing Yards,17,1,355,2033,17,24
Passing Yards,17,2,333,2049,17,31
Passing Yards,17,3,333,2055,17,24
Passing Yards,17,4,319,2033,17,20
Passing Yards,17,5,306,2064,17,1
Passing Yards,17,6,283,2049,17,15
Passing Yards,17,7,266,2024,17,18
Passing Yards,17,8,259,2033,17,18
Passing Yards,17,9,257,2036,17,18
Passing Yards,17,10,251,2056,17,27
Passing Yards,17,11,238,2049,17,18
Passing Yards,17,12,230,2045,17,19
Passing Yards,17,13,230,2065,17,18
Passing Yards,17,14,223,2062,17,1
Passing Yards,17,15,217,2053,17,27
Passing Yards,17,16,217,2065,17,15
Passing Yards,17,17,214,2033,17,26
Passing Yards,17,18,212,2020,17,7
Passing Yards,17,19,211,2045,17,24
Passing Yards,17,20,207,2045,17,21
Passing Yards,17,21,206,2045,17,27
Passing Yards,17,22,204,2039,17,10
Passing Yards,17,23,190,2064,17,0
Passing Yards,17,24,185,2057,17,29
Passing Yards,17,25,162,2036,17,4
Passing Yards,17,26,119,2060,17,1
Passing Yards,17,27,102,2049,17,24
Passing Yards Allowed,17,0,98,2024,17,7
Passing Yards Allowed,17,1,136,2064,17,1
Passing Yards Allowed,17,2,149,2053,17,27
Passing Yards Allowed,17,3,156,2057,17,29
Passing Yards Allowed,17,4,164,2055,17,24
Passing Yards Allowed,17,5,196,2045,17,24
Passing Yards Allowed,17,6,197,2039,17,10
Passing Yards Allowed,17,7,198,2060,17,1
Passing Yards Allowed,17,8,200,2033,17,26
Passing Yards Allowed,17,9,209,2064,17,0
Passing Yards Allowed,17,10,216,2045,17,21
Passing Yards Allowed,17,11,227,2065,17,15
Passing Yards Allowed,17,12,233,2024,17,18
Passing Yards Allowed,17,13,248,2020,17,7
Passing Yards Allowed,17,14,249,2033,17,18
Passing Yards Allowed,17,15,249,2045,17,27
Passing Yards Allowed,17,16,256,2036,17,4
Passing Yards Allowed,17,17,256,2049,17,31
Passing Yards Allowed,17,18,277,2056,17,27
Passing Yards Allowed,17,19,279,2049,17,18
Passing Yards Allowed,17,20,287,2049,17,24
Passing Yards Allowed,17,21,315,2033,17,24
Passing Yards Allowed,17,22,315,2045,17,19
Passing Yards Allowed,17,23,321,2036,17,18
Passing Yards Allowed,17,24,325,2062,17,1
Passing Yards Allowed,17,25,338,2033,17,20
Passing Yards Allowed,17,26,359,2065,17,18
Passing Yards Allowed,17,27,366,2049,17,15
Rushing Yards,17,0,220,2033,17,18
Rushing Yards,17,1,190,2033,17,20
Rushing Yards,17,2,179,2064,17,1
Rushing Yards,17,3,152,2033,17,26
Rushing Yards,17,4,148,2049,17,18
Rushing Yards,17,5,142,2036,17,4
Rushing Yards,17,6,135,2033,17,24
Rushing Yards,17,7,135,2045,17,24
Rushing Yards,17,8,134,2045,17,21
Rushing Yards,17,9,131,2053,17,27
Rushing Yards,17,10,130,2064,17,0
Rushing Yards,17,11,123,2024,17,18
Rushing Yards,17,12,122,2039,17,10
Rushing Yards,17,13,111,2045,17,27
Rushing Yards,17,14,109,2065,17,18
Rushing Yards,17,15,107,2056,17,27
Rushing Yards,17,16,104,2060,17,1
Rushing Yards,17,17,99,2049,17,24
Rushing Yards,17,18,96,2049,17,31
Rushing Yards,17,19,90,2057,17,29
Rushing Yards,17,20,89,2062,17,1
Rushing Yards,17,21,83,2049,17,15
Rushing Yards,17,22,72,2055,17,24
Rushing Yards,17,23,69,2024,17,7
Rushing Yards,17,24,68,2020,17,7
Rushing Yards,17,25,56,2045,17,19
Rushing Yards,17,26,46,2036,17,18
Rushing Yards,17,27,29,2065,17,15
Rushing Yards Allowed,17,0,79,2033,17,18
Rushing Yards Allowed,17,1,83,2049,17,31
Rushing Yards Allowed,17,2,86,2045,17,19
Rushing Yards Allowed,17,3,86,2064,17,1
Rushing Yards Allowed,17,4,87,2049,17,15
Rushing Yards Allowed,17,5,90,2033,17,24
Rushing Yards Allowed,17,6,92,2056,17,27
Rushing Yards Allowed,17,7,94,2024,17,18
Rushing Yards Allowed,17,8,96,2045,17,24
