Year,Team,Playoff_Performance,Average_Attendance,Percent_of_Capacity_(of_1000),TV_Contract_(all_money_is_in_thousands),Ticket_Revenue,Suite_Revenue,Salary_Cost,Bonuses,Concessions,Parking,Advertising,Staff_Cost,Maintenance,Stadium_Payments,Overall_Performance,Franchise_Value,Profit,Season_Tickets_Sold,Capacity,Top_Quarterback,Top_Rusher,Top_Receiver,Top_Tackler,Coach,Quarterback_Passing_Yardage,Rusher_Yardage,Receiver_Yardage,Tackles
2046,28,None,64300,998,137680,158890,89300,151380,196270,17890,13390,70010,64110,15530,0,30,1789840,59870,61900,64400,20731,24149,20112,23239,466,3091,846,781,117
2046,29,None,75600,873,137680,118780,62890,95250,268170,25560,8240,43900,27540,15750,0,29,1961940,-9660,60800,86500,13229,23323,20919,23864,385,2948,1017,1151,101
2046,30,None,24000,342,137680,62210,39180,90400,216760,5770,1780,28300,21200,12860,75540,5,1431870,-141840,22000,70000,14826,23329,23473,17125,518,4200,650,1299,113
2046,31,None,58800,875,137680,133250,93590,132550,124070,12910,6980,46680,29260,12530,0,44,1514480,132680,47600,67200,17390,23369,22675,22235,449,2696,560,1011,95
2045,0,Wild Card,62400,891,135040,142650,64640,151980,203280,13830,7480,41290,26980,16120,35830,36,1701500,-26740,49100,70000,14026,22491,19269,15428,358,4221,822,1168,97
2045,1,None,54200,774,135040,119040,53490,164320,111430,11400,5040,37200,26320,15290,0,28,1667740,43850,45500,70000,18210,23359,20929,21410,241,2316,610,503,140
2045,2,Wild Card,69600,994,135040,205650,98950,133900,151110,27610,12370,66210,45450,18360,73720,57,2423960,123290,63700,70000,19025,19906,20119,21361,332,4117,800,926,99
2045,3,None,77200,971,135040,191000,132140,178680,187390,19450,11370,55940,127260,14690,0,30,1748760,36920,64200,79500,18207,22487,20972,15640,656,3357,973,785,106
2045,4,None,75200,997,135040,254960,120420,149100,166080,31510,17510,78670,54540,15840,0,61,2174140,252550,71800,75400,14857,19951,22582,22354,36,3277,939,695,89
2045,5,None,32900,539,135040,75550,59280,164800,194930,5120,2970,25840,44340,9210,0,14,1333520,-109480,27700,61000,18226,22475,17595,20487,360,2799,945,621,94
2045,6,Conference,67000,998,135040,330950,189250,159410,164200,48560,20890,93950,54560,12640,0,90,2707550,427830,63300,67100,19842,19919,15869,22255,460,3595,902,650,96
2045,7,None,61800,995,135040,204830,78400,178370,108860,17050,10130,70920,38740,16080,0,49,1985080,174320,59000,62100,15661,19095,16786,17984,432,3231,560,734,103
2045,8,None,40300,526,135040,74300,49330,99840,176560,9430,4590,23610,28840,11760,0,17,1313260,-20700,35300,76600,20706,19099,21825,16463,489,2725,676,1132,103
2045,9,None,80000,980,135040,211670,125830,96640,153590,45360,13200,64080,34530,15590,0,60,2288920,294830,68700,81600,18220,21608,21809,17302,443,3731,640,1345,88
2045,10,Division,70200,984,135040,243820,131470,146230,135530,28020,4010,61410,72650,14270,0,65,1715000,235090,60000,71300,16552,21663,21786,18045,399,3351,1235,712,94
2045,11,None,59100,996,135040,231410,82730,165300,183190,22740,10350,77800,40600,13560,0,44,2052600,157420,55400,59300,12365,22509,22615,17982,272,3110,657,1037,73
2045,12,Division,74300,998,135040,283060,153030,99790,264520,33250,18470,75180,55940,14970,0,72,2194400,262810,70400,74400,17366,23360,16715,23198,288,2638,750,892,112
2045,13,Division,84500,995,135040,213750,190570,126700,192790,53580,17440,66240,26320,15590,0,76,2167390,315220,73100,84900,12341,21625,20079,22240,542,3993,1043,1323,88
2045,14,None,62000,998,135040,153370,132200,127740,233770,16540,7070,66780,69940,15400,0,44,1924320,64150,58500,62100,20719,21617,20072,18876,502,3012,1165,758,102
2045,15,None,89900,1000,135040,215100,156700,144630,168990,59420,11080,78140,61540,17090,0,66,2592760,263230,88100,89900,16509,15733,20891,19701,365,4517,797,816,100
2045,16,None,72700,1000,135040,202220,98700,109620,193900,20860,11810,74140,39580,14570,0,51,2147130,185100,71100,72700,14815,20775,22670,18789,320,3381,573,964,108
2045,17,Won Conference,49300,955,135040,186390,129190,133160,217860,18540,9030,54560,40960,12850,0,50,1623850,127920,39900,51600,22443,21652,22665,22353,21,3215,1023,833,114
2045,18,None,50300,887,135040,109990,65370,132690,190220,16620,6880,56080,30440,13660,0,26,1796030,22970,45100,56700,21564,22521,19259,17916,83,2873,1050,861,109
2045,19,Champion,62200,888,135040,148570,50100,177800,133320,14700,7950,38500,26470,15620,0,42,1515820,41650,49900,70000,19896,23320,23516,19652,605,4521,679,810,101
2045,20,None,50400,994,135040,145480,100500,158030,94860,17380,8330,64950,31800,14140,0,48,1782520,172850,44100,50700,16550,21642,20054,23027,307,3568,1112,659,105
2045,21,Conference,60700,864,135040,140990,66920,169110,153490,13580,6000,38760,40230,12470,0,42,1569840,25990,47100,70200,18176,19902,21706,19812,244,2427,826,564,107
2045,22,None,56400,996,135040,169630,87540,153770,195030,14660,8850,63750,33030,15660,0,45,2032350,81980,52400,56600,19861,20802,16729,21539,377,3556,896,687,91
2045,23,Wild Card,73700,991,135040,161740,84000,95100,255310,26950,15460,66450,30190,13060,0,50,1971580,95980,64100,74300,18179,19928,20909,18814,82,2656,871,824,121
2045,24,Division,77800,962,135040,142490,164070,151580,184330,42460,10440,50750,32430,14090,0,60,1877050,162820,59900,80800,20722,16570,15935,19642,286,4144,657,1222,93
2045,25,None,70400,998,135040,173970,96800,133400,217210,26860,10590,68650,28180,14870,0,57,2511740,118250,64500,70500,17399,18268,18438,21391,342,2507,441,972,107
2045,26,None,65700,995,135040,149380,67530,156360,197070,12120,8430,61510,28970,15690,0,26,1782520,35920,62100,66000,14838,22466,19221,17978,312,2730,737,802,88
2045,27,Wild Card,48700,695,135040,77720,28840,179520,104330,12340,6020,29420,26240,12770,0,26,1353770,-33480,39300,70000,19037,23316,19239,20552,3,2475,629,658,72
2045,28,None,64400,1000,135040,159800,92700,174200,140760,17900,13390,71850,34220,15390,0,35,1883800,126110,63300,64400,17378,19931,20112,23239,156,2351,781,1232,98
2045,29,None,77100,891,135040,112910,63990,129990,159950,25330,8170,43530,34710,15210,0,33,1850040,49110,61500,86500,13229,23323,20919,18976,385,3009,991,1105,117
2045,30,None,25500,364,135040,64190,43770,83530,210760,6130,1890,29420,30140,12770,75540,16,1515820,-132300,23200,70000,14826,23329,22657,17125,518,4015,615,845,106
2045,31,None,56300,837,135040,130380,91220,112130,166820,12220,6610,47060,27830,12290,0,25,1468560,103460,48200,67200,19873,17415,22675,21382,449,2384,669,1191,76
2044,0,Conference,64700,924,132400,167590,74970,167010,119860,16690,9020,39760,34910,15510,0,54,1585490,105660,48800,70000,14026,22491,19269,15428,358,4023,1119,796,101
2044,1,Division,57300,818,132400,125280,56790,129930,143860,12200,5490,33610,25340,14200,0,51,1611970,52440,42300,70000,18210,19950,15883,21410,241,3599,670,757,92
2044,2,Champion,69400,991,132400,234130,101660,156020,112460,28630,12820,60390,43390,17230,73720,61,2330240,167210,61000,70000,17371,19906,14205,21500,332,2403,739,657,89
2044,3,None,76500,962,132400,191230,130390,175590,145140,19090,11150,56360,55820,14430,0,37,1807260,149640,64600,79500,18207,17415,15872,15640,385,2627,890,787,127
2044,4,None,74900,993,132400,246820,111010,147220,146480,30210,16780,75320,53140,15110,0,60,2204460,250590,71200,75400,14857,19951,16718,22354,36,3092,904,819,103
2044,5,None,35500,581,132400,78870,60300,167660,146540,5540,3210,27410,25050,9120,0,17,1257800,-40640,29900,61000,12353,20780,17566,21348,319,3360,696,961,103
2044,6,Division,67100,1000,132400,291080,168630,153980,97140,43000,18500,88430,76430,12090,0,91,2535460,402400,61500,67100,19842,18283,15869,17142,460,3603,982,1128,103
2044,7,Won Conference,62000,998,132400,229960,84000,184530,129510,17880,10620,65610,34940,15130,0,61,1972760,176360,56700,62100,12329,18287,18436,18028,432,3143,941,652,93
2044,8,None,43100,562,132400,72690,51710,87790,253290,9840,4790,23180,20220,11390,0,29,1353790,-78080,35300,76600,15685,20804,21825,18031,518,2722,1231,1006,86
2044,9,None,80800,990,132400,207750,123290,83860,212020,44480,12940,61860,33400,15020,0,63,2389820,238420,67600,81600,18220,21608,21809,17131,443,3144,630,1161,87
2044,10,None,69300,971,132400,220630,119160,156080,74450,24730,6640,60690,65270,13900,0,49,1860220,254550,60000,71300,16552,21663,17536,18841,399,3201,1034,740,83
2044,11,None,59200,998,132400,226630,80440,161120,127690,21510,12750,73510,62500,12890,0,56,2105160,183040,54300,59300,12365,21645,22615,17982,272,3124,1176,695,90
2044,12,None,74300,998,132400,258480,139320,162240,67010,29730,16520,75170,51880,14600,0,59,2144880,355890,71100,74400,17366,17366,16701,23198,288,3516,858,784,101
2044,13,None,84100,990,132400,193090,170720,122250,321210,47740,15540,64230,31280,15250,0,52,2230940,133730,74600,84900,12341,21625,18406,19691,542,2586,1267,1020,94
2044,14,None,62000,998,132400,151800,137340,141930,138100,16810,7070,69260,33840,15270,0,43,1966140,185540,60300,62100,20719,21617,18423,17298,244,2405,1131,586,114
2044,15,Division,89800,998,132400,233290,164140,164080,157390,63140,14130,75200,58130,16390,0,76,2548700,286310,87400,89900,16509,15733,20891,17957,365,3768,998,1046,95
2044,16,Conference,72600,998,132400,196000,93050,108810,231550,19820,11400,70510,58550,13940,0,54,2105160,110330,69100,72700,14815,22512,16669,18789,320,3687,625,923,110
2044,17,None,49500,959,132400,139270,109430,191110,104100,15790,7570,55530,60320,12740,0,34,1668240,91720,41100,51600,15661,21652,17547,22353,21,3278,589,944,111
2044,18,None,53900,950,132400,117500,70010,177350,149510,17820,7380,57750,31610,13540,0,27,1820500,30850,46600,56700,21564,15758,17523,19798,83,2554,731,568,110
2044,19,Division,62000,885,132400,109530,44460,144040,176340,13890,7510,35250,25210,14690,0,45,1482880,-17240,48000,70000,19896,19915,16749,22228,605,3975,726,684,83
2044,20,Wild Card,50100,988,132400,154620,108700,144490,166310,18700,8960,64210,29860,13790,0,58,1886700,133140,44200,50700,16550,21642,21714,23027,307,3300,1100,789,71
2044,21,None,58800,837,132400,122880,62670,187170,102340,12090,5350,41070,26440,12510,0,31,1549080,48000,49400,70200,18176,19902,18431,23052,489,3439,840,734,101
2044,22,None,56400,996,132400,164150,82820,168050,153640,14140,10930,61170,32480,14980,0,48,1860220,96460,51800,56600,19861,20802,16729,23094,377,4061,884,1072,72
2044,23,None,73700,991,132400,149720,78920,123880,141530,25810,14810,63240,29600,12390,0,53,2038960,157500,62900,74300,18179,19928,17624,18814,82,3263,727,943,108
2044,24,Wild Card,77700,961,132400,131160,147950,161750,140300,38560,9330,50870,29600,13760,0,55,1893320,164860,60500,80800,20722,16570,21754,19642,286,4512,372,1082,79
2044,25,Wild Card,70200,995,132400,167950,89500,112590,176430,25480,10050,63510,44040,14030,0,64,2383200,141800,62000,70500,17399,19948,18438,19805,342,3645,613,1104,104
2044,26,None,65800,996,132400,140620,69050,165380,107850,12010,8360,61900,79040,15410,0,34,1602040,56660,62700,66000,14838,22466,17584,20505,312,2846,881,633,69
2044,27,None,49400,705,132400,73910,29050,135570,193180,12540,6110,30090,29390,12680,0,18,1363720,-86720,39900,70000,16567,19133,16744,20641,3,2466,655,854,82
2044,28,Wild Card,64400,1000,132400,165070,96910,181670,152860,19020,14230,68340,34590,14730,0,56,1886700,112120,61900,64400,17378,19931,20112,23239,156,2609,640,978,97
2044,29,None,80000,924,132400,117950,64930,93410,214880,26280,8480,45500,25690,15100,0,38,1913180,46460,63700,86500,13229,19120,15888,18976,429,4351,631,1162,114
2044,30,None,25900,370,132400,62920,43930,98590,285180,6100,1880,28480,21840,12390,75540,15,1502740,-217830,23000,70000,14826,19099,16771,16462,551,4024,675,924,104
2044,31,None,60700,903,132400,135780,96200,103120,237720,13040,7040,47420,42570,12050,0,32,1502740,36420,49200,67200,14859,15726,22675,15604,449,3035,1375,1588,80
2043,0,Division,62500,892,129760,145060,66650,142870,107520,14160,7650,37340,21300,14750,0,54,1641460,120400,47200,70000,14026,20774,19269,15428,358,4367,620,1109,123
2043,1,None,52700,752,129760,102330,48300,141400,67800,9600,4320,30550,22660,13290,0,37,1576580,79710,40100,70000,18210,19950,12523,21410,241,3379,471,688,99
2043,2,Champion,69900,998,129760,238530,115130,143430,165430,30280,13350,66820,42250,17680,73720,69,2653590,151360,66100,70000,16552,19906,14205,12935,332,2072,937,1186,122
2043,3,None,73700,927,129760,177100,123330,147890,149060,17710,10340,53890,52550,13760,0,47,1862050,148870,63900,79500,18207,18268,12571,19633,385,3060,783,1006,108
2043,4,Conference,75200,997,129760,283780,140300,137500,92730,35820,19900,74530,50150,14740,0,88,2296750,388970,71200,75400,14857,19951,14247,22354,36,3824,519,954,90
2043,5,None,34500,565,129760,71230,57000,179490,59600,5320,3030,26810,21500,8790,0,28,1313820,23770,30100,61000,19873,17424,17595,19647,319,2716,1134,922,87
2043,6,None,67000,998,129760,252700,147900,152700,135990,37960,16330,86360,54710,11640,0,65,2647100,315970,61500,67100,17390,21643,18406,17142,272,3755,1256,1013,123
2043,7,Division,61900,996,129760,204240,80630,163110,139850,17350,10300,64200,53830,14600,0,57,2056690,135090,56900,62100,10668,18287,18436,17984,432,3287,1279,671,111
2043,8,None,43700,570,129760,80590,51600,95560,210580,9840,4800,23460,18880,11170,0,23,1440330,-36140,36300,76600,15685,17415,21825,16463,518,3326,917,1033,122
2043,9,None,81300,996,129760,209320,130710,97850,246370,44780,13030,63660,40700,14910,0,61,2595200,191430,69900,81600,18220,15758,21809,17309,443,3363,811,937,105
2043,10,Wild Card,69400,973,129760,209960,112250,164560,75310,23310,6360,56360,49050,13190,0,62,1978840,235890,57200,71300,16520,21663,18432,13752,449,3024,1523,934,104
2043,11,None,59300,1000,129760,221130,81730,127760,132860,21690,12650,74860,33500,12660,0,55,2283770,235040,55400,59300,12365,21645,18391,17982,21,3202,705,666,96
2043,12,Division,74300,998,129760,274060,149250,130050,119820,31680,17600,72400,50870,14010,0,82,2296750,360000,70400,74400,17366,21628,20981,15537,288,3661,687,851,68
2043,13,None,83700,985,129760,161890,93160,158090,174120,29730,12900,51540,122560,15700,43620,41,2199430,-35110,70900,84900,12341,21625,20079,20504,542,3304,991,936,95
2043,14,Wild Card,61900,996,129760,149690,141690,98760,259040,17350,7420,64540,35930,14470,0,57,2056690,102250,58500,62100,18226,21617,18423,20490,244,2639,1039,994,121
2043,15,Won Conference,89800,998,129760,241650,161980,171020,166800,60500,13540,71020,56990,15590,0,81,2679540,268050,85000,89900,16509,15733,20891,19701,365,3579,845,1176,117
2043,16,None,72700,1000,129760,207050,102600,115050,181690,27700,12210,75890,40010,12890,0,58,2407040,205570,69300,72700,14815,17455,20978,19691,430,3557,644,942,103
2043,17,None,49500,959,129760,165580,130920,171270,150790,24160,8670,67110,49580,11640,0,42,2244840,142920,43400,51600,15661,21652,17619,18798,312,4103,413,870,122
2043,18,None,53500,943,129760,120940,69990,133020,139810,17530,7260,58230,73070,13310,0,30,2030740,44500,47600,56700,18186,20803,20095,15328,83,1764,777,564,102
2043,19,Wild Card,62900,898,129760,108050,41470,157170,150900,12520,6760,34680,22600,14260,0,38,1521430,-11690,48000,70000,19896,19107,16749,18029,605,3239,434,1049,100
2043,20,Division,50700,1000,129760,167730,120180,137250,270650,19150,8870,78120,30280,14720,0,55,2471920,70910,50500,50700,16550,18276,20054,19832,307,3454,777,794,81
2043,21,Wild Card,62000,883,129760,127380,64330,156770,196750,12620,5580,40840,25910,12260,0,35,1612260,-11180,49400,70200,18176,19902,17580,17243,489,3645,685,1217,78
2043,22,None,56600,1000,129760,165410,84300,169410,105150,13920,10760,61030,28960,14580,0,56,2043720,147080,52600,56600,14030,20802,16729,21539,377,3283,970,813,117
2043,23,Conference,73700,991,129760,164950,87360,112400,226030,28600,16670,56200,28070,11510,0,62,2043720,105530,58600,74300,18179,19928,17565,18814,82,3235,883,1056,144
2043,24,None,78300,969,129760,126460,151450,166040,126790,38180,9240,50330,27100,13430,0,54,2108600,172060,60400,80800,18229,16570,15935,20486,286,3711,634,1383,81
2043,25,None,70100,994,129760,162330,90200,107560,282740,24990,9850,62060,26150,13670,0,48,2355140,49070,61000,70500,17399,18283,19240,15438,342,3914,578,1051,108
2043,26,None,65900,998,129760,150930,72740,153120,114510,12350,8460,63480,33820,15420,0,38,1991810,120850,65700,66000,14838,18273,17584,18152,502,3009,465,887,78
2043,27,None,52900,755,129760,78230,30750,141490,71240,13500,6460,30410,27170,12440,0,36,1521430,36770,41900,70000,16567,19133,16744,20641,3,3193,743,650,126
2043,28,None,64300,998,129760,146180,86200,152850,69810,16670,12470,65580,30720,14080,0,57,2043720,189400,61600,64400,20731,14901,20977,18827,156,1737,852,862,90
2043,29,None,83500,965,129760,121600,68800,95540,258830,27630,8770,46490,25190,14850,0,37,2063180,8640,66100,86500,13229,17446,15888,18976,429,2026,863,1007,100
2043,30,None,27900,398,129760,67060,46080,136790,227950,6760,2050,30410,23540,12440,75540,10,1592800,-194140,25200,70000,14826,19099,16771,17125,551,3843,658,1039,120
2043,31,None,58400,869,129760,133420,93800,75960,165440,12420,7620,47770,29160,11810,0,27,1430600,142420,49400,67200,14001,15726,13388,21382,30,2814,1060,636,121
2042,0,None,60200,860,127120,123850,58480,125390,179510,12120,6550,36750,20720,14320,0,39,1779680,31150,46800,70000,14026,18268,19269,15428,358,3725,820,796,102
2042,1,None,55400,791,127120,109060,51070,114020,166070,10350,4650,31490,23170,13520,0,28,1512720,16960,42200,70000,18210,19950,16668,21498,241,3088,678,532,96
2042,2,Division,69900,998,127120,211630,112050,137760,120060,29790,13130,66160,41000,17270,73720,67,2307220,170070,65700,70000,16552,16617,18450,12935,332,3608,709,1150,86
2042,3,None,75000,943,127120,183200,123710,104690,127290,17650,10310,53110,50230,13370,0,53,1608060,219520,63900,79500,18207,19113,12571,15640,385,3136,991,910,118
2042,4,None,75200,997,127120,229920,111300,126580,164340,28200,15920,70440,48690,14020,0,60,2002140,229270,69100,75400,14857,14857,14247,19016,36,3164,551,652,97
2042,5,Division,34200,560,127120,73670,61400,154700,161230,5470,3170,24920,18940,8350,0,32,1306150,-47470,28700,61000,14838,17424,17595,15606,319,3401,1003,922,109
2042,6,None,67100,1000,127120,258780,154800,147070,188630,37980,16340,86800,50790,11520,0,63,2332650,283810,63300,67100,12329,19930,15869,16472,272,3503,522,819,105
2042,7,Champion,61500,990,127120,221230,78840,119840,154690,17140,10350,56030,62950,13410,0,57,1620780,159820,52100,62100,8264,19095,15889,17984,432,2721,900,893,88
2042,8,None,45200,590,127120,77200,52250,81030,240230,10300,5020,25210,43400,11230,0,9,1379250,-78790,38700,76600,15685,17415,15058,16463,518,3517,779,710,121
2042,9,None,80000,980,127120,196020,122530,118880,275750,42660,12410,61410,50800,14350,0,51,2536040,102370,68400,81600,18220,15758,20089,17191,443,3248,848,725,115
2042,10,None,67100,941,127120,211450,115280,187090,86770,23290,6260,59070,46430,13310,0,43,1805100,208870,61000,71300,16520,16520,18432,14602,449,3080,601,615,128
2042,11,Division,59200,998,127120,254270,97310,102690,186320,24460,14260,80360,30760,12850,0,81,2256380,265160,58200,59300,12365,18249,17555,18912,21,2568,828,927,89
2042,12,Won Conference,74300,998,127120,282940,141930,105320,159490,28780,15990,74310,52000,13890,0,83,2250020,340370,72500,74400,17366,18287,16715,19652,288,2301,1028,940,94
2042,13,None,83800,987,127120,163720,93160,162600,100370,29490,12800,51990,50940,15440,43620,36,2014850,105310,71800,84900,12341,19927,20079,19629,320,3210,742,993,96
2042,14,None,62100,1000,127120,143760,132200,127870,159830,15670,6700,64970,34470,14210,0,47,1836880,154040,59100,62100,12353,14884,16722,18030,244,2574,650,1015,103
2042,15,None,89800,998,127120,198030,145670,161440,148300,54580,12220,71670,56720,15370,0,71,2561460,227460,85800,89900,16509,15733,15922,19793,365,3656,1048,798,103
2042,16,None,72700,1000,127120,208000,104400,89340,218760,28140,12210,77860,35450,12770,0,53,2326290,201410,71100,72700,14815,17455,16776,18789,430,3221,724,816,121
2042,17,None,50800,984,127120,167130,133330,147300,124670,24380,8750,67960,59080,11350,0,55,1944930,186270,44100,51600,15661,18283,17619,20480,312,3863,530,799,71
2042,18,None,56000,987,127120,122420,72500,153090,86220,18160,7520,58690,46780,13070,0,38,1849590,107250,48000,56700,17403,16592,15020,19798,235,2204,695,575,119
2042,19,Conference,60200,860,127120,115820,48020,145780,119530,14220,7690,34500,21720,14000,0,38,1357000,46340,48600,70000,13212,16596,16749,19649,605,2210,891,987,115
2042,20,Wild Card,50600,998,127120,167490,124620,152020,156910,19890,9370,73910,27540,14010,0,67,2326290,171920,49500,50700,16550,18276,20054,18028,307,2747,840,735,80
2042,21,None,61800,880,127120,131890,66820,151330,124340,12810,5570,42180,35540,12160,0,30,1531790,63020,50600,70200,18176,19902,18431,19812,489,2114,929,820,103
2042,22,Wild Card,56200,992,127120,155080,78940,154340,120230,13190,10200,57230,28090,13780,0,52,1728830,125320,51200,56600,14030,19086,16729,14603,377,3383,1007,947,128
2042,23,None,73100,983,127120,140610,74000,111340,279190,24010,13770,57870,39230,11400,0,35,2033920,-3780,60700,74300,18179,17419,17624,18814,82,3281,646,1068,120
2042,24,None,67300,832,127120,98900,69660,150410,189700,19500,7810,37680,78940,13340,15780,11,1722470,-87500,55500,80800,18229,16570,15935,16469,286,3429,704,1213,90
2042,25,Wild Card,69800,990,127120,152920,86310,95810,148540,24010,9470,60230,26770,13080,0,66,2269090,175860,61100,70500,17399,19962,18438,19805,342,3641,574,1621,92
2042,26,Division,66000,1000,127120,155280,81620,144840,200810,13340,9130,64540,42620,14990,0,50,1817810,47770,65700,66000,14808,16581,16700,19820,502,1724,1156,557,74
2042,27,Conference,55900,798,127120,96290,34060,100120,166350,15510,7430,30250,34340,12210,0,38,1522260,-2360,41900,70000,9875,20784,19239,20641,3,4054,734,883,139
2042,28,None,64400,1000,127120,138340,81700,142260,117670,15800,12020,64170,30930,13440,0,50,1690690,134850,59900,64400,17378,19931,20112,17916,156,3664,740,1320,101
2042,29,Wild Card,85200,984,127120,122530,66700,94850,203390,27640,8770,44770,57870,14460,0,40,1836880,26960,65300,86500,13229,17446,20919,18976,429,2981,954,800,110
2042,30,None,50300,718,127120,100300,45390,162620,186120,12840,3690,31550,33840,12350,0,8,1496830,-74040,41800,70000,14826,14044,16771,16462,551,3745,936,849,83
2042,31,None,64600,961,127120,142430,100280,79390,258500,13830,8350,48710,28130,11580,0,30,1461880,63120,50700,67200,14001,15726,13388,15604,30,2454,994,1575,114
2041,0,Division,63900,912,124480,138110,65910,114440,235370,13830,7480,36140,21030,13900,0,50,1742720,7430,47600,70000,14026,14082,18427,17314,358,3346,1157,618,89
2041,1,None,51400,734,124480,102690,48440,121910,155830,9250,4160,30550,30760,12940,0,20,1375500,-1870,41500,70000,18210,15716,16669,18038,241,3124,910,684,84
2041,2,None,69700,995,124480,183640,97030,154740,80530,25290,11330,62040,39020,16300,0,59,1904540,213220,63700,70000,16552,15723,18450,12935,332,3649,811,980,123
2041,3,None,77400,973,124480,177060,126420,93990,172870,17840,10430,52320,47550,12990,0,56,1761390,181150,63900,79500,18207,19113,12571,16501,385,3785,635,982,90
2041,4,Division,74800,992,124480,234750,113190,133280,159910,29050,16400,63880,46460,13080,0,69,1804960,229020,65400,75400,14857,19121,14247,14596,36,3170,1070,765,72
2041,5,Won Conference,32500,532,124480,97190,67950,160240,118910,5580,3240,23780,18520,8140,0,38,1235460,16410,27300,61000,14838,14907,17595,15606,319,2513,555,904,87
2041,6,Division,67100,1000,124480,271830,161040,124520,160490,40260,17320,84050,62750,10990,0,86,2321550,340230,61500,67100,8253,16589,18406,18887,272,3732,718,1167,147
2041,7,None,62000,998,124480,168770,68860,129790,94490,14400,8700,58220,38920,13290,0,44,1661800,166940,54400,62100,8264,19095,15889,17984,81,3598,1008,713,105
2041,8,None,49000,639,124480,82970,57980,78420,288440,11370,5440,26240,27410,11150,0,13,1387950,-96940,40400,76600,15685,17415,15058,16463,446,3592,999,1079,114
2041,9,None,77800,953,124480,185890,117880,144370,217360,40180,11690,59840,87660,13800,0,42,2203290,76770,68700,81600,18220,15758,15870,17309,443,2659,667,857,113
2041,10,None,69300,971,124480,221850,119990,174730,80270,24070,6470,62850,122680,13200,0,43,1904540,168830,63600,71300,16520,16614,14194,14777,449,2013,448,1006,98
2041,11,None,59300,1000,124480,222340,82900,106050,231770,21150,12330,76050,28020,12110,0,55,2184620,161300,56600,59300,12365,18249,11730,13947,21,3494,763,823,87
2041,12,Division,74300,998,124480,258500,145710,85100,244730,29890,16870,69420,50460,13190,0,80,2277980,251390,69700,74400,17366,18287,11761,19652,288,2367,1572,557,87
2041,13,None,83800,987,124480,157690,91780,151810,171640,28410,12330,49830,50440,14770,43620,43,1960560,32240,70900,84900,12341,19927,15901,19745,320,3002,684,856,83
2041,14,None,62100,1000,124480,136940,131300,138970,179450,15380,6580,64770,33310,13820,0,46,1761390,113900,59600,62100,9054,16581,14205,18030,244,3083,549,827,117
2041,15,None,89800,998,124480,196060,147800,163170,108220,53360,11940,71250,52400,14920,0,68,2452250,266180,87400,89900,16509,15733,15922,19701,365,4340,1125,1472,100
2041,16,None,72600,998,124480,199240,102090,96560,224380,26770,11810,74900,50250,12230,0,54,2041470,155870,69800,72700,14815,17447,16777,18789,430,4049,445,891,104
2041,17,None,51300,994,124480,157080,129400,162710,116660,23600,8480,64060,46400,10790,0,59,2029020,170540,42500,51600,15661,14083,17547,18798,312,3913,1262,1131,103
2041,18,Wild Card,56400,994,124480,118820,69300,139630,194230,17650,7310,56210,42310,12490,0,39,1892090,5110,47600,56700,12329,16592,17555,17978,235,4043,831,950,96
2041,19,Champion,57600,822,124480,119340,45520,119940,206750,12290,6760,29730,31100,12780,0,34,1257240,-32450,44100,70000,13212,16596,16749,18029,605,3236,763,1299,86
2041,20,Wild Card,50700,1000,124480,152310,110200,145020,99480,17490,8230,70380,32420,13430,0,69,2240640,192740,48500,50700,16550,18276,14224,17916,307,3526,712,1030,99
2041,21,Conference,63900,910,124480,137630,68970,158430,74760,13510,5970,38990,23010,11380,0,48,1328820,121970,49400,70200,18176,19902,17580,19812,3,3499,786,888,89
2041,22,None,56600,1000,124480,161020,82200,138360,184420,13270,10260,58810,40450,13660,0,29,1624460,73150,52600,56600,14030,19086,18362,14603,377,3384,878,819,100
2041,23,Conference,71000,955,124480,140130,76020,129600,225100,24060,14030,52780,24680,10760,0,51,1755160,41360,57400,74300,18179,19928,17624,18814,82,3158,647,1001,99
2041,24,None,68100,842,124480,98560,73840,146030,141430,19930,7990,39880,46250,13380,15780,18,1556000,1810,57500,80800,18229,14913,15935,13752,313,2703,861,942,103
2041,25,Wild Card,68900,977,124480,141890,80820,91600,200590,22060,10050,55330,39220,12260,0,57,2066360,90960,58600,70500,17399,18282,15878,16469,342,3655,818,865,84
2041,26,None,66000,1000,124480,142110,72200,165870,84400,11780,8060,63000,28530,14430,0,48,1811180,128400,65700,66000,8267,18273,13435,15438,502,3332,780,722,90
2041,27,None,49300,704,124480,72660,30090,83620,251020,12160,5820,30200,27350,11840,0,12,1471970,-98420,41000,70000,9875,17451,15872,13133,83,3998,771,1211,115
2041,28,None,64400,1000,124480,151830,92300,105100,173670,22950,13160,69180,44470,12730,0,47,1948110,137930,60600,64400,7380,16586,20112,15328,156,2808,468,1222,102
2041,29,None,85100,983,124480,117130,69900,90670,198720,27330,8680,46280,37880,14210,0,29,1692920,52320,67600,86500,13229,17446,15888,18976,141,3047,887,802,97
2041,30,None,51100,730,124480,104970,47840,167410,104700,13200,3790,33570,24720,12400,0,19,1434630,18620,43100,70000,14826,14044,16771,17976,286,4128,760,970,96
2041,31,Wild Card,65900,980,124480,145650,98800,92640,244280,13800,8330,47320,28300,11220,0,45,1568440,61940,50700,67200,14001,15726,13388,16277,30,3955,1078,1558,106
